web-scraper-order,web-scraper-start-url,descrip,precio
1616375098-2947,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,Se renta bonita casa en san isidro de 3 recamaras 1 en pb con amplio jardin,"$9,500"
1616375077-2916,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,CASA CONDOMINIO MILENIO,"$20,000"
1616375119-2963,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,"RENTA 4 RECAMARAS, 1 EN PLANTA BAJA, FRACC. ALTOS JURIQUILLA","$15,000"
1616375098-2934,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,Casa en las Acacias Juriquilla,"$28,000"
1616375203-3085,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,"RENTA 4 RECAMARAS, 1 EN PLANTA BAJA, FRACC. ALTOS JURIQUILLA","$15,000"
1616375311-3254,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,"CASA EN RENTA CH EN VIDARA, RESIDENCIAL EL REFUGIO, QUERÉTARO","$9,000"
1616375035-2850,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,CASA EN RENTA DE 3 NIVELES EN RESIDENCIAL DEL PARQUE,"$12,000"
1616375098-2952,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,Se renta propiedad con acabados de lujo lista para estrenar,"$39,000"
1616375056-2890,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,Renta de casa,"$16,000"
1616375182-3074,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,"Casa en renta en COLINAS DE JURIQUILLA, Nueva con 3 recámaras","$19,000"
1616375161-3022,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,"Casa en renta en privada Hacienda Juriquilla Santa Fe, Querétaro","$19,000"
1616375161-3029,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,"CASA  EN QUERÉTARO,JURIQUILLA","$25,000"
1616375290-3223,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,"Casa de 3 Recámaras, Mantenimiento Incluido El Refigio Querétaro.  CMC #20-1606","$13,000"
1616375035-2863,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Renta casa bonita en El Mirador de 3 niveles seguridad y amenidades JF,"$12,000"
1616375014-2825,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa en renta en El Mirador con una amplia cocina y un bello patio.,"$11,500"
1616375248-3144,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa sin amueblar de 3 dormitorios y cocina integral con desayunador! RCS,"$13,000"
1616375056-2889,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,RENTO CASA QUERETARO COL.CALESA CENTRICA 1 NIVEL X LOS ARCOS AL CENTRO CAMINANDO,"$13,000"
1616375226-3125,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa a estrenar El Refugio sin amueblar y Roof Garden! RAHH,"$15,500"
1616375311-3245,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,Casa renta Querétaro el Refugio Hermosa casa  zona en expansión con plusvalía,"$10,000"
1616375311-3243,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,Casa en renta El Refugio 3 habitaciones YCC,"$14,000"
1616375161-3044,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,"Casa Amueblada en renta, exclusivo condominio en valle de juriquilla","$23,000"
1616375269-3190,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Casa en privada con vigilancia 24 horas y 3 dormitorios! RAHQRO,"$13,000"
1616375226-3136,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Disponible para el 15 de febrero casa en El Refugio sin amueblar de 155 mts2!,"$14,000"
1616375226-3122,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Bonita casa en privada en el Refugio con vigilancia 24x7 con Gimnasio y  Alberca,"$12,500"
1616375014-2837,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa en renta El Mirador 3 habitaciones AVH,"$12,000"
1616375311-3247,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,Casa en renta en Bojai Traventino en el Refugio Queretaro,"$12,000"
1616375098-2942,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,Renta de Propiedad Comercial en Juriquilla Queretaro,"$35,000"
1616375140-2997,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Casa Amueblada en renta para ejecutivo en Santa Fe juriquilla Quertaro,"$17,000"
1616375098-2935,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,LOFT EN RENTA JURIQUILLA EN CONJUNTO CERRADO CON VIGILANCIA LAS 24HRS.,"$13,000"
1616375248-3150,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,CASA EN RENTA RESIDENCIAL EL REFUGIO,"$15,500"
1616375098-2950,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,"Casa en renta amueblada en Querétaro. Real de Juriquilla. $20,000 ID: 1285","$20,000"
1616375077-2902,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,Casa moderna en Milenio 3,"$14,000"
1616375182-3053,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,RENTA CASA AMPLIA VALLE DE JURIQUILLA 3 RECAMARAS CERCA HOSPITALES ESCUELAS,"$15,000"
1616375077-2928,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,"Milenio 3era Sección, Amplia Casa en Renta","$18,000"
1616375140-3004,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Casa - Juriquilla,"$14,000"
1616375098-2939,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,"CASA EN RENTA EN JURIQUILLA AMUEBLADA,  DENTRO DE CONDOMINIO","$27,000"
1616375140-3017,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Casa moderna en Juriquilla amueblada con Roof Garden! RAHQRO,"$22,000"
1616375161-3035,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,ALTOS DE JURIQULLA CASA EN RENTA DE 3 RECAMARAS ROOF GARDEN CUARTO DE SERVICIO,"$22,000"
1616375014-2828,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa en Renta. El Mirador. FVR,"$12,700"
1616375140-2990,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Casa en Renta en Juriquilla Misiones,"$37,000"
1616375203-3089,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,"CASA AMUEBLADA EN SANTA FE JURIQUILLA, QRO.CAISA","$26,000"
1616375203-3081,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,EXCELENTE CASA EN RENTA EN SAN ISIDRO JURIQUILLA,"$10,500"
1616375203-3083,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,Casa en renta Altos de Juriquilla (AMARA),"$14,300"
1616375140-2991,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Local en renta PLAZA JURIQUILLA 1,"$28,050"
1616375119-2980,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,"Casa sola en Renta, en Juriquilla, Querétaro","$65,000"
1616375203-3104,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,"Casa en condominio en Renta, en Juriquilla, Querétaro","$13,000"
1616375098-2954,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,"Casa en Renta Amueblada en Punta Juriquilla, Quererato | GPS","$22,000"
1616375056-2894,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,LOMA DORADA CASA AMUEBLADA,"$30,000"
1616375014-2818,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,"A 5 minutos del centro de Qro 3 recams, cocina integral, Privada acceso controla","$9,000"
1616375182-3064,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,"Casa moderna en renta, Valle de Juriquilla","$19,500"
1616375161-3037,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,Casa amueblada  en renta en Juriquilla OFP 20 2136,"$17,500"
1616375014-2835,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa hermosa en El Mirador sin amueblar de 175 mts2! RAHQRO,"$13,000"
1616375056-2871,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,"Edificio en Renta, en Milenio 3a. Sección, Querétaro","$75,000"
1616375056-2899,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,"Casa en renta, a una cuadra de Los Arcos en Queretaro, 4 Recamaras.","$30,000"
1616375098-2949,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,Casa a estrenar en Juriquilla de 3 dormitorios y 190 mts2! RAHQRO,"$18,700"
1616375140-3010,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Casa en Renta con recamara en planta baja,"$35,000"
1616375182-3075,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Casa en Renta Juriquilla,"$13,500"
1616375226-3126,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa en renta El Refugio 3 habitaciones JGCC,"$15,500"
1616375035-2865,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Casa de Exclente Ubicación en Renta - El Mirador,"$12,000"
1616375248-3159,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,RENTA CASAS AMUEBLADAS QUERETARO EL REFUGIO TORRE DE PIEDRA AA,"$18,000"
1616375311-3248,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,Casa en renta en Zakia queretaro nueva,"$8,500"
1616375035-2857,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,"RENTA CASA EN EL MIRADOR, CONDOMINIO CON AMENDADES","$11,500"
1616375035-2870,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Departamento en renta con excelentes acabados en El Mirador,"$12,500"
1616375035-2861,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Hermosa casa en renta El MIrador.LC,"$11,500"
1616375014-2817,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,CASA EN RENTA EN EL MIRADOR QUERÉTARO,"$14,500"
1616375203-3082,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,"Renta preciosa casa en Juriquilla, Cerca UVM y UNAM, seguridad, Iluminada","$11,500"
1616375077-2918,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,Casa de tres niveles en Milenio III con 3 dormitorios y 300 mts2! JGJ,"$15,000"
1616375098-2941,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,AV/  Renta Casa en Av. La rica  Juriquilla Querétaro,"$40,000"
1616375226-3115,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa en Fracc. El Refigio Qro.  CMC #20-1606,"$13,000"
1616375311-3237,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,Rento Casa en Condominio La Escondida Fracc. El Refugio,"$12,500"
1616375077-2911,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,"Milenio, cómoda casa amueblada para renta. FVR","$16,000"
1616375035-2862,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Renta una gran casa en Milenio III cerca de av principal,"$18,000"
1616375035-2852,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Casa en el mirador amoblada y equipada con 3 dormitorios y 125 mts2! Rahqro,"$25,000"
1616375119-2971,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,CASAS RENTA QUERÉTARO JURIQUILLA JARDINES DE JURIQUILLA,"$15,500"
1616375140-2998,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Casa - Fraccionamiento La Cañada Juriquilla,"$50,000"
1616375077-2924,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,"Casa en Renta Amueblada, Cuenta con 3 Recamaras Excelente Oportunidad YCC","$16,000"
1616375226-3111,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa en renta El Refugio 3 habitaciones JGCC,"$12,500"
1616375269-3195,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Casa en renta El Refugio 3 habitaciones JGCC,"$12,500"
1616375226-3112,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa en renta El Refugio 3 habitaciones JGCC,"$12,500"
1616375140-3007,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,AA/ CAS RENTA JURIQUILLA QUERETARO JARDINES DE JURIQUILLA,"$15,500"
1616375014-2815,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa amoblado en el mirador de 158 mts2 y 3 dormitorios! Rahqro,"$25,000"
1616375226-3134,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Renta - Casa con Roof Garden Condominio con Amenidades. Zákia,"$13,000"
1616375203-3092,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,Renta de casa con jardin y cuarto de servicio en zona de Juriquilla Santa Fe,"$23,500"
1616375119-2977,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,RENTA DE CASA EN VALLE D JURIQUILLA,"$14,100"
1616375161-3020,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,Casa en cÃ³moda privada de 3 niveles y 260 mts2! JGJ,"$22,000"
1616375290-3206,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Casa Para Renta con Mantenimiento Incluido - El Refugio,"$14,000"
1616375077-2914,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,Hermosa casa en renta en Milenio AQC,"$15,500"
1616375182-3061,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Bonita casa amueblada con 2 recámaras y Aceptan mascotas en San Isidro Juri JF,"$11,000"
1616375098-2946,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,Casa en renta en cumbres de Juriquilla con alberca,"$16,500"
1616375077-2903,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,RENTA CASA MILENIO CALLE ABIERTA,"$13,000"
1616375035-2848,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Casa en renta El Mirador 3 habitaciones AVH,"$11,500"
1616375290-3225,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Amplia casa en renta en El Refugio en cerrada con vigilancia las 24hrs JF,"$12,500"
1616375290-3210,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,"Casa en condominio en Renta, en Residencial el Refugio, Querétaro","$13,500"
1616375290-3213,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Casa en renta EL Refugio 3 habitaciones JRH,"$10,500"
1616375311-3255,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,Casa en Renta en El Refugio,"$14,000"
1616375290-3199,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,CASA EN RENTA EN RESIDENCIAL EL REFUGIO DENTRO DE CONDOMINIO CON AMENIDADES,"$12,500"
1616375098-2931,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,Casa Amueblada Moderna en Santa Fe Juriquilla Querétaro en renta,"$20,000"
1616375203-3096,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,Casa en Renta en Querétaro,"$39,000"
1616375226-3124,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Se renta bonita casa en calle publica del refugio de 3 recamaras buen precio jpc,"$13,500"
1616375161-3028,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,Rento casa en cumbres del Lago amueblada,"$20,000"
1616375014-2830,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Se renta casa de 3 recamaras  3 baños en el mirador buena ubicacion,"$12,000"
1616375248-3168,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,RENTA CASAS - EL REFUGIO - QUERETARO,"$17,500"
1616375035-2869,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Casa en El Mirador sin amueblar de 150 mts2! RAHQRO,"$12,000"
1616375182-3057,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,"Casa en Villas del Meson Juriquilla 4 recs y cuarto de servicio en renta, Qro.","$29,000"
1616375203-3090,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,"Casa en condominio en Renta, en Juriquilla, Querétaro","$17,500"
1616375311-3229,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,"Renta casa Paseo San Junípero, Querétaro, cerca El Refugio. 3 recámaras","$10,500"
1616375182-3049,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Renta Casa de 1 piso-Fracc. con alberca-2 Rec-2 baños-Frente Superama Juriquilla,"$11,500"
1616375056-2872,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,Casa en renta Milenio 3 habitaciones JRH,"$16,000"
1616375248-3141,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Bella casa en renta (con o sin muebles) en Fray Junipero Serra OFP 20-101,"$35,000"
1616375014-2840,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,"Casa en renta en Plazas del Sol, Qro.","$12,500"
1616375077-2906,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,Casa amoblado en El Milenio III de 240 mts2 y 3 dormitorios! ATC,"$16,000"
1616375140-3016,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,CASA EN RENTA EN JURIQUILLA,"$43,000"
1616375077-2922,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,Casa en Milenio 3a. Sección,"$15,000"
1616375182-3050,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Casa a estrenar en Fray Junipero Serra de 3 dormitorios y 133 mts2! GOC,"$11,500"
1616375203-3079,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,"Preciosa Casa en Renta en Condominio Gran Capricho, en Cumbres del Lago","$18,000"
1616375056-2898,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,Exclusivo Fraccionamiento a un lado de Hacienda El Campanario,"$33,000"
1616375248-3139,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,"Casa en el refugio de 3 dormitorios, amenidades y 129 mts2! Rahqro","$13,500"
1616375248-3151,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa en El Refugio de 4 dormitorios y 188 mts2! GOC 20-889,"$16,000"
1616375077-2900,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,"Amplia casa de 3 recamaras, sala de TV, cuarto de servicio, jardín con sombrilla","$13,900"
1616375014-2820,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa en renta El Mirador 3 habitaciones AVH,"$12,000"
1616375014-2822,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa en El Mirador AMOBLADO con todos los servicios y 3 dormitorios! RAH,"$25,000"
1616375056-2893,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,Renta de casa,"$28,000"
1616375056-2877,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,Se Renta hermosa casa,"$19,500"
1616375014-2833,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa en El Mirador sin amueblar de 150 mts2! RAHQRO,"$12,000"
1616375077-2904,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,Hermosa casa en El Milenio con Roof Garden y excelente diseño! GOC,"$23,000"
1616375077-2915,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,CASA RENTA MILENIO lll QUERETARO/ TI-D,"$14,500"
1616375311-3233,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,SE RENTA CASA CON ESTUDIO EN PB EN EL REFUGIO,"$23,000"
1616375077-2920,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,"Casa sola en Renta, en Milenio 3a. Sección, Querétaro","$17,000"
1616375077-2917,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,CASA EN RENTA,"$15,000"
1616375098-2930,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,PRECIOSA CASA DE LUJO AMUEBLADA EN JURIQUILLA SANTA FE,"$28,000"
1616375119-2984,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Rento casa en Jardines de Juriquilla,"$15,000"
1616375098-2951,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,"GRAND Casa en renta. Cuatro recámaras, una en planta baja.","$16,000"
1616375014-2819,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,"Hermosa casa dentro del mirador y en privada, con amenidades.","$11,500"
1616375182-3052,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Renta de HERMOSA CASA EXCLUSIVA CLUB NÁUTICO JURIQUILLA,"$40,000"
1616375161-3025,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,CASA EN RENTA  JURIQUILLA,"$37,000"
1616375098-2944,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,"GPS / Hermosa casa en renta en Villas del Mesón  Juriquilla, Qro","$55,000"
1616375182-3068,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Casa - Juriquilla,"$40,000"
1616375203-3087,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,"C206 Monisima casa amueblada o sin amueblar, jacuzzi, priv. vig 24 Excelente $","$15,000"
1616375119-2976,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Casa sin amueblar en Cumbres de Juriquilla de 180 mts2! ATC,"$15,000"
1616375290-3209,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,"Se renta Casa en El Refugio Queretaro, 3 rec vestidor y baño c/u,  Roof garden","$15,000"
1616375182-3066,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,RENTA DE CASA EN JARDINES DE JURIQUILLA,"$16,000"
1616375119-2978,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,*PRECIOSA RESIDENCIA EN RENTA PARA GUSTOS EXIGENTES UBICADA EN JURIQUILLA,"$55,000"
1616375182-3069,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,CASA EN RENTA FRACC SANTA FE JURIQUILLA,"$11,000"
1616375098-2943,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,Oficina en Renta WTC  Juriquilla,"$14,000"
1616375014-2832,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa de Exclente Ubicación en Renta - El Mirador,"$12,000"
1616375140-2993,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,"CASA EN RENTA  frente areas verdes, Juriquilla Queretaro","$14,000"
1616375182-3063,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Juriquilla - Casa en RENTA. Condominio con control de acceso,"$18,000"
1616375290-3205,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Casa en Renta en El Refugio Querétaro,"$12,500"
