web-scraper-order,web-scraper-start-url,descrip,precio
1616375182-3077,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Casa en Renta en Privada con cochera techada,"$15,000"
1616375311-3258,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,Hermosa Casa en Renta en El Refugio,"$12,000"
1616375056-2891,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,"Casa en renta en Misión Mariana, Corregidora.","$10,000"
1616375014-2834,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,"Casa en Renta en Residencial del parque 3 recamaras, YCC","$12,000"
1616375248-3146,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa en renta El Refugio 3 habitaciones JRH,"$12,500"
1616375269-3182,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Casa en renta El Refugio 3 habitaciones JRH,"$14,000"
1616375161-3039,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,Casa - Juriquilla,"$27,000"
1616375182-3071,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,"Casa amueblada en renta en Balcones Juriquilla, Queretaro","$45,000"
1616375248-3167,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Renta casa amplia con amenidades en El Refugio AGT,"$12,500"
1616375182-3054,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,RENTA DE CASA EN SANTA FE JURIQUILLA AMUEBLADA. QUERETARO,"$17,500"
1616375226-3135,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa en renta El Refugio 3 habitaciones AVH,"$13,000"
1616375140-3015,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Casa en Renta RID10239,"$17,000"
1616375119-2983,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Casa en renta Los Naranjos Juriquilla,"$13,000"
1616375014-2814,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,"Casa en El Mirador amoblada con servicios, 125 mts2 y 3 dormitorios! RAHQRO","$25,000"
1616375056-2880,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,Casa en Loma Dorada con tres niveles más Roof Garden! RAHQRO,"$23,000"
1616375269-3189,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Amplia casa en El Refugio de 3 recamaras y 3 niveles!,"$15,500"
1616375311-3252,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,Casa en Renta Queretaro Vidanta El Refugio,"$10,000"
1616375269-3193,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Casa de 3 Recámaras y Roof Garden en Renta en El Refugio SRM 20-3531,"$15,500"
1616375161-3023,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,Renta Casa en Juriquilla,"$35,000"
1616375119-2967,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,JURIQUILLA CASA EN RENTA EN PRIVADA CON 3 RECAMARAS JARDIN ROOF GARDEN ALBERCA,"$22,000"
1616375098-2953,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,PRECIOSA CASA EN BALCONES ESTILO COLONIAL,"$45,000"
1616375140-2994,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Casa en Murano,"$13,500"
1616375119-2987,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Recámaras juriquilla,"$2,500"
1616375290-3219,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Casa con Roof Garden en El Refugio Querétaro  CMC#20-3531,"$16,900"
1616375311-3232,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,"3 Recamaras + Estudio, Cocina Integral, Excelente Ubicación, Frente Paseo Qro","$11,000"
1616375077-2929,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,CASA DUPLEX AMUEBLADA EN MILENIO lll INCLUYE SERVICIOS,"$17,000"
1616375203-3102,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,Casa sin amoblar en Fray Junipero Serra con espacios extraordinarios! RCS,"$11,000"
1616375014-2823,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa en renta El Mirador 3 habitaciones AVH,"$12,000"
1616375182-3056,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,RENTA CASAS QUERETARO JURIQUILLA LA RICA  AA,"$55,000"
1616375248-3143,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Amplia casa en renta en El Refugio queretaro,"$12,000"
1616375035-2851,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Casa bonita en renta ubicada en El Mirador con 2 recámaras JF,"$11,500"
1616375140-3005,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Casa - Juriquilla,"$55,000"
1616375269-3173,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,"Casa con 3 dormitorios en El Refugio, vigilancia 24 horas y 142 mts2! RAHQRO","$13,000"
1616375140-3014,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Casa renta amueblada / sin en Valle de Juriquilla a 5 minutos de Antea Queretaro,"$18,000"
1616375119-2962,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Casa en Renta en Juriquilla con cuarto de servicio,"$15,000"
1616375248-3140,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa en renta El Refugio 3 habitaciones JGCC,"$12,500"
1616375098-2958,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,Casa en renta Juriquilla 3 habitaciones JRH,"$14,000"
1616375182-3062,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Renta de Casa en  San Francisco Juriquilla,"$24,000"
1616375056-2885,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,Casa en renta en Villalba,"$7,500"
1616375226-3110,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa en renta El Refugio 3 habitaciones JGCC,"$12,500"
1616375248-3154,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa en Renta en Riscos de Zakia Queretaro,"$8,800"
1616375290-3214,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Casa en condominio - Fraccionamiento Residencial El Refugio,"$10,500"
1616375290-3216,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,"Bella casa en renta con amenidades en El Refugio, OFP 19-2439","$14,000"
1616375269-3177,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Casa en renta,"$15,000"
1616375248-3165,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa en renta El Refugio 3 habitaciones JGCC,"$12,500"
1616375119-2961,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Casa en privada con vigilancia sin amueblar de 525 mts2! RCS 20-1461,"$40,000"
1616375226-3120,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa en El Refugio con Variadas Amenidades - Renta,"$14,000"
1616375226-3118,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,"El Refugio - Renta de Casa con Jardín y Balcón, Totalmente Equipada.","$13,000"
1616375203-3108,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,CASA  RENTA VILLAS DE JURIQUILLA STA FE QUERETARO,"$11,500"
1616375290-3207,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Casa en Renta El Refugio,"$11,000"
1616375269-3174,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Casa en renta en el refugio La Arboleda,"$14,000"
1616375119-2972,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,"Renta de Casa de Lujo en Santa Fe Juriquilla, Queretaro","$26,000"
1616375290-3220,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Renta. Casa Equipada en Zona Premium con Amenidades - El Refugio,"$13,000"
1616375161-3030,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,"Casa en condominio en Renta, en Juriquilla, Querétaro","$12,000"
1616375098-2932,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,Renta moderna casa amueblada en Altos de Juriquilla JF,"$22,000"
1616375140-3018,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Juriquilla. Casa amoblada en Renta.LC,"$11,000"
1616375290-3201,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,"CASA EN RENTA RESIDENCIAL EL REFUGIO $12,600","$12,600"
1616375035-2856,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Renta casa de 3 recamaras AGT,"$9,000"
1616375056-2881,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,Amplia casa en renta ubicada en Loma Dorada con 3 dormitorios y 350 mts2! RAH,"$23,000"
1616375014-2824,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa en renta en El Mirador con una amplia cocina y un bello patio.,"$11,500"
1616375290-3204,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Amplia casa en renta con acabados de primera en El Refugio,"$13,500"
1616375035-2847,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Renta de Casa Equipada en Privada Muy Bien Ubicada - El Mirador,"$11,500"
1616375014-2831,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa en Renta en El mirador,"$9,000"
1616375014-2812,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Hermosa casa en Renta dentro de El Mirador,"$11,500"
1616375077-2907,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,"Rento casa Milenio, 4 recamaras, 5 baños, estudio PB, Roof, amplios espacios","$15,000"
1616375311-3241,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,"Casa en Renta,  El Refugio, Querétaro.","$26,000"
1616375182-3067,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Casas en Renta en Juriquilla,"$11,500"
1616375119-2979,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Residencia en Renta Juriquilla,"$65,000"
1616375248-3142,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa en renta El Refugio 3 habitaciones JGCC,"$12,500"
1616375226-3133,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Renta en una de las zonas mas exclusivas de El Refugio AGT,"$13,000"
1616375056-2897,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,Campanario 4 Rec 7 Baños Estudio Sala de tv,"$70,000"
1616375248-3164,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa en renta El Refugio 3 habitaciones JGCC,"$12,500"
1616375269-3198,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Amplia casa en renta EL Refugio,"$14,000"
1616375311-3244,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,"RENTA CASA EN EL REFUGIO, , BONITA, AMPLIA, EN PRIVADA CON ALBERCA!","$10,000"
1616375140-3009,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Queretaro Casa en Renta,"$28,000"
1616375311-3251,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,"Renta Casa en Privada Florenza en el Refugio, Qro","$12,500"
1616375119-2981,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Excelente casa en renta en Juriquilla,"$15,000"
1616375014-2816,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Linda casa en Renta. El Mirador,"$11,500"
1616375269-3187,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Casa en El Refugio de 2 dormitorios y sala de televisión! GOC,"$11,000"
1616375014-2836,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa en renta en Santa Mónica GGV#21-2969,"$11,500"
1616375311-3256,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,Casa con Amenidades en Esquina. El Refugio - Renta,"$11,000"
1616375077-2908,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,"Casa en Renta en Privada, Milenio III, Queretaro","$13,500"
1616375269-3196,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,El Refugio casa a estrenar de 3 recamaras y 246 mts2! RAHQRO,"$15,500"
1616375035-2858,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Casa en renta El Mirador 3 habitaciones AVH,"$11,500"
1616375056-2887,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,CASA EN RENTA EN CENTRO SUR EN PRIV. MISIONES 3 CON ALBERCA Y SEG 24/7,"$14,500"
1616375098-2945,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,Se renta casa a estrenar en san isidro de 3 recamaras y 3 baños buen precio,"$12,000"
1616375203-3080,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,"CASA EN RENTA EN JURIQUILLA $8,000 (EN PRIVADA CON POCAS CASAS)","$8,000"
1616375269-3181,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Casa en Renta en Zakia Queretaro,"$9,500"
1616375140-3000,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,"Departamento Duplex en renta, posee dos recamaras,con alberca y GYM, YCC","$14,000"
1616375311-3238,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,"CASA EN RENTA 4 RECAMARAS FRACCIONAMIENTO  EL REFUGIO, QUERETARO","$15,500"
1616375182-3055,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,"Casa sola en Renta, en Juriquilla, Querétaro","$15,500"
1616375014-2827,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Departamento en renta con excelentes acabados en El Mirador,"$12,500"
1616375269-3172,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Casa en renta El Refugio 3 habitaciones JGCC,"$12,500"
1616375119-2964,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Casa con recámara en PB en RENTA,"$40,000"
1616375161-3026,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,Amplia y hermosa casa en Renta en Juriquilla en privada con vigilancia JF,"$40,000"
1616375056-2884,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,Amplia casa con 3 niveles en Loma Dorada de 350 mts2! GOC 19-1344,"$23,000"
1616375119-2969,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,RENTA DE CASA EN MISIONES JURIQUILLA,"$37,000"
1616375248-3162,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Amplia casa en renta de 3 recamaras en el Refugio 20-3531JVE,"$15,500"
1616375248-3147,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa en Renta. El Refugio. FVR,"$18,500"
1616375248-3148,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa en renta El Refugio 3 habitaciones JGCC,"$12,500"
1616375269-3192,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Gran casa en Renta. El Refugio,"$19,000"
1616375014-2839,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa en renta,"$14,000"
1616375311-3242,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,Casa en renta amueblada con 3 recámaras en El Refugio.,"$19,000"
1616375226-3119,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa en renta 3 recámaras GGV#21-3233,"$13,000"
1616375269-3186,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,RENTA CASA EN EL REFUGIO AMUEBLADA 3 RECAMAS,"$19,000"
1616375077-2910,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,RENTA DE CASA EN MILENIO QRO,"$16,000"
1616375077-2926,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,Casa en Renta. MIlenio III. LC,"$18,000"
1616375161-3040,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,"Casa en Renta en Juriquilla, Queretaro","$70,000"
1616375290-3221,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Casa en renta por el Fray Junipero Serra OFP 20 1124,"$23,000"
1616375161-3034,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,"Casa Equipada y con Jardín Para Estrenar, San Isidro Juriquilla - Renta","$12,000"
1616375226-3114,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,"Renta - Casa con Control de Acceso y Amenidades, El Refugio","$12,500"
1616375161-3042,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,Casas en Renta en Juriquilla San Francisco,"$35,000"
1616375056-2886,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,"Casa en Renta en calle cerrada, Loma Dorada, Queretaro.","$25,000"
1616375035-2855,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Casa en renta con 3 recamaras en el Mirador Provenza YCC,"$10,500"
1616375140-2996,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Casa en Renta  SAN ISIDRO JURIQUILLA Queretaro 2 habitaciones cada una con baño,"$8,500"
1616375226-3117,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa de 3 Recámaras en Renta Dentro de Privada en El Refugio SRM 21-3240,"$12,500"
1616375290-3211,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Se renta casa en el refugio 3 recamaras excelente jardin +sala de tv YCC,"$14,000"
1616375119-2975,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Casa en renta amueblada Olivar del Prado GGV#21-2635,"$9,500"
1616375077-2901,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,"CASA EN RENTA, MILENIO III, QUERETARO","$8,700"
1616375161-3019,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,Amplia casa en Juriquilla con 4 dormitorios con sus baños! GOC 19-1866,"$43,000"
1616375203-3106,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,RENTA DE CASA EN VALLE DE JURIQUILLA,"$19,000"
1616375182-3060,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Casa - Juriquilla,"$32,000"
1616375056-2883,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,Amplia casa en Loma Dorada con Roof Garden y de 350 mts2! RAHQRO,"$23,000"
1616375248-3158,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Se Renta Casa en El Refugio Querétaro,"$12,000"
1616375161-3032,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,CASA EN RENTA  JURIQUILLA,"$20,000"
1616375161-3046,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,Amplia casa en Juriquilla atras de la UVM,"$11,500"
1616375269-3183,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Casa en renta El Refugio 3 habitaciones JRH,"$15,500"
1616375098-2936,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,Casa Amoblada en renta en Altos de juriquilla AQC,"$22,000"
1616375035-2867,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Casa en renta El Mirador 2 habitaciones AVH,"$11,000"
1616375226-3137,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa en renta El Refugio 3 habitaciones JRH,"$15,000"
1616375226-3109,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,RENTA CASAS - EL REFUGIO - QUERETARO,"$17,500"
1616375226-3116,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa en renta El Refugio 3 habitaciones JRH,"$12,500"
1616375014-2838,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,RENTA CASA 3 DESEOS MIRADOR,"$12,000"
1616375248-3153,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Amplia Casa con Roof Garden en Renta - El Refugio,"$15,500"
1616375140-3006,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Casa en Renta. Juriquilla. FVR,"$11,000"
1616375311-3236,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,RENTA CASA EL REFUGIO,"$12,500"
1616373800-2593,https://www.inmuebles24.com/casas-en-renta-en-juriquilla-pagina-7.html,Casa en Renta en Juriquilla,"MN 13,500"
1616373970-2780,https://www.inmuebles24.com/casas-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-2.html,Casa de 3 Recámaras y Roof Garden en Renta en El Refugio Srm 21 - 2093,"MN 15,500"
1616373885-2685,https://www.inmuebles24.com/casas-en-renta-en-juriquilla-pagina-3.html,"Casa en Renta en Cumbres del Lago Juriquilla, Queretaro, Amueblada","MN 15,000"
1616373715-2530,https://www.inmuebles24.com/casas-en-renta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-1.html,Hermosa Casa en Renta de 3 Recámaras en El Mirador 20 1892,"MN 11,700"
1616373949-2745,https://www.inmuebles24.com/casas-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-3.html,Hermosa y Cómoda Casa de Tres Habitaciones en El Refugio.,"MN 14,000"
1616373800-2577,https://www.inmuebles24.com/casas-en-renta-en-juriquilla-pagina-7.html,Renta Casas Queretaro Juriquilla La Rica Aa,"MN 55,000"
1616373842-2628,https://www.inmuebles24.com/casas-en-renta-en-juriquilla-pagina-5.html,Casa Semiamueblada en Renta en San Isidro Juriquilla de 2 Recamaras,"MN 9,500"
1616373906-2716,https://www.inmuebles24.com/casas-en-renta-en-juriquilla-pagina-2.html,Casa Tipo Loft en Renta en Valle de Juriquilla II,"MN 14,000"
1616373800-2581,https://www.inmuebles24.com/casas-en-renta-en-juriquilla-pagina-7.html,Casa en Renta San Francisco Juriquilla,"MN 24,000"
1616373949-2754,https://www.inmuebles24.com/casas-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-3.html,Gran Casa en Renta. El Refugio,"MN 19,000"
1616373736-2537,https://www.inmuebles24.com/casas-en-renta-en-fraccionamiento-milenio.html,"Casa de Tres Niveles con Amplia Sala Comedor, Cuenta con 3 Reacamaras Ycc","MN 15,000"
1616373758-2549,https://www.inmuebles24.com/casas-en-renta-en-juriquilla-pagina-9.html,"Casa en Renta, Jardines de Juriquilla","MN 15,500"
1616373715-2527,https://www.inmuebles24.com/casas-en-renta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-1.html,Renta Una Gran Casa en Milenio III Cerca de Av Principal,"MN 18,000"
1616373906-2704,https://www.inmuebles24.com/casas-en-renta-en-juriquilla-pagina-2.html,"Casa en Renta en Juriquilla, D223","MN 19,900"
1616373949-2760,https://www.inmuebles24.com/casas-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-3.html,"Casa en Renta en El Refugio 3 Recamaras, Balcon Excelentes Amenidades Ycc","MN 12,500"
1616373991-2795,https://www.inmuebles24.com/casas-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-1.html,Casa en Renta en El Refugio Queretaro,"MN 15,507"
1616373927-2724,https://www.inmuebles24.com/casas-en-renta-en-juriquilla-pagina-1.html,Casa en Renta con 3 Recamaras en Santa Fe Juriquilla,"MN 12,000"
1616373906-2714,https://www.inmuebles24.com/casas-en-renta-en-juriquilla-pagina-2.html,Casa en Renta en Provincia Juriquilla,"MN 40,000"
1616373800-2588,https://www.inmuebles24.com/casas-en-renta-en-juriquilla-pagina-7.html,Casa en Renta en Altavista Juriquilla,"MN 12,000"
