web-scraper-order,web-scraper-start-url,titulo,precio,habitaciones,metros
"1615691316-837","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1","Casa en Renta Amueblada, Cuenta con 3 Recamaras Excelente Oportunidad YCC","$ 16,000","3 Recámaras","166 m² Construidos"
"1615691461-988","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5","Casa en renta 3 recámaras GGV#21-3233","$ 13,000","3 Recámaras","166 m² Construidos"
"1615691404-916","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3","Amplia casa en Juriquilla atras de la UVM","$ 11,500","4 Recámaras","130 m² Construidos"
"1615691355-864","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5","*PRECIOSA RESIDENCIA EN RENTA PARA GUSTOS EXIGENTES UBICADA EN JURIQUILLA","$ 55,000","4 Recámaras","550 m² Construidos"
"1615691404-915","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3","EXCELENTE CASA EN RENTA EN SAN ISIDRO JURIQUILLA","$ 10,500","3 Recámaras","146 m² Construidos"
"1615691372-895","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4","Queretaro Casa en Renta","$ 28,000","314 m² Construidos","488 m² Terreno"
"1615691542-1071","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2","Hermosa Casa Torre de Piedra","$ 15,000","3 Recámaras","235 m² Construidos"
"1615691542-1072","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2","Casa con Roof Garden en El Refugio Querétaro  CMC#20-3531","$ 16,900","3 Recámaras","246 m² Construidos"
"1615691514-1040","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","Casa en renta El Refugio 3 habitaciones JGCC","$ 12,500","3 Recámaras","164 m² Construidos"
"1615691337-842","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6","Casa en las Acacias Juriquilla","$ 28,000","3 Recámaras","null"
"1615691337-850","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6","Renta de Propiedad Comercial en Juriquilla Queretaro","$ 35,000","8 Recámaras","380 m² Construidos"
"1615691514-1029","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","Casa en renta El Refugio 3 habitaciones JGCC","$ 12,500","3 Recámaras","164 m² Construidos"
"1615691542-1070","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2","Casa en renta El Refugio 3 habitaciones AVH","$ 14,000","3 Recámaras","155 m² Construidos"
"1615691279-805","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1","RENTA CASA EN EL MIRADOR, CONDOMINIO CON AMENDADES","$ 11,500","3 Recámaras","120 m² Construidos"
"1615691442-965","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1","Casa en fraccionamiento exclusivo de 133 mts2 y cómodo! GOC 19-2077","$ 11,500","3 Recámaras","133 m² Construidos"
"1615691562-1087","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1","Casa en Renta en El Refugio en Condominio","$ 11,000","3 Recámaras","124 m² Construidos"
"1615691442-967","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1","Preciosa Casa en Renta en Condominio Gran Capricho","$ 18,000","3 Recámaras","185 m² Construidos"
"1615691461-992","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5","Se renta bonita casa en calle publica del refugio de 3 recamaras buen precio jpc","$ 13,500","3 Recámaras","164 m² Construidos"
"1615691514-1045","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","Casa en El Refugio de 2 dormitorios y sala de televisión! GOC","$ 11,000","2 Recámaras","108 m² Construidos"
"1615691514-1047","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","Casa en privada con vigilancia 24 horas y 3 dormitorios! RAHQRO","$ 13,000","3 Recámaras","142 m² Construidos"
"1615691241-767","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/","Casa en Renta El Campanario, Querétaro","$ 55,000","3 Recámaras","430 m² Construidos"
"1615691404-907","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3","Renta moderna casa amueblada en Altos de Juriquilla JF","$ 22,000","3 Recámaras","196 m² Construidos"
"1615691279-803","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1","Casa en renta El Mirador 3 habitaciones AVH","$ 12,000","3 Recámaras","119 m² Construidos"
"1615691562-1090","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1","Casa en renta El Refugio 3 habitaciones JRH","$ 11,000","3 Recámaras","124 m² Construidos"
"1615691442-952","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1","Casa en renta Altos de Juriquilla (AMARA)","$ 13,000","2 Recámaras","120 m² Construidos"
"1615691424-939","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2","renta de casa en Valle de Juriquilla con amenidades","$ 14,000","3 Recámaras","211 m² Construidos"
"1615691442-955","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1","Casa en Renta en Juriquilla","$ 13,000","3 Recámaras","148 m² Construidos"
"1615691424-944","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2","CASA EN RENTA FRACC SANTA FE JURIQUILLA","$ 11,000","3 Recámaras","160 m² Construidos"
"1615691404-922","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3","Casa en Privada Exclusiva, Variadas Amenidades. San Isidro Juriquilla, Renta","$ 12,000","3 Recámaras","123 m² Construidos"
"1615691355-862","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5","CASA AMUEBLADA EN SANTA FE JURIQUILLA, QRO.CAISA","$ 26,000","2 Recámaras","180 m² Construidos"
"1615691542-1058","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2","Casa en El Refugio sin amueblar de 3 dormitorios y 129 mts2! RAHQRO","$ 13,000","3 Recámaras","129 m² Construidos"
"1615691404-926","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3","Hermosa Casa Amueblada, en el Corazón de Juriquilla.","$ 21,000","3 Recámaras","180 m² Construidos"
"1615691279-814","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1","RENTA CASA EL MIRADOR EN PRIVADA","$ 8,500","3 Recámaras","130 m² Construidos"
"1615691488-1006","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4","Casa en renta El Refugio 3 habitaciones JGCC","$ 12,500","3 Recámaras","164 m² Construidos"
"1615691514-1050","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","Casa de 3 Recámaras y Roof Garden en Renta en El Refugio SRM 20-3531","$ 15,500","3 Recámaras","246 m² Construidos"
"1615691279-804","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1","Casa hermosa en El Mirador sin amueblar de 175 mts2! RAHQRO","$ 13,000","3 Recámaras","175 m² Construidos"
"1615691542-1062","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2","Casa en Renta El Refugio","$ 11,000","3 Recámaras","124 m² Construidos"
"1615691461-997","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5","Casa de 3 Recámaras en Renta en Privada con Amenidades en El Refugio SRM 21-2716","$ 11,000","3 Recámaras","124 m² Construidos"
"1615691562-1097","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1","Casa en Renta en El Refugio","$ 14,000","3 Recámaras","155 m² Construidos"
"1615691442-962","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1","Casa en Renta en Privada con cochera techada","$ 15,000","3 Recámaras","200 m² Construidos"
"1615691404-905","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3","Casa amueblada  en renta en Juriquilla OFP 20 2136","$ 17,500","3 Recámaras","160 m² Construidos"
"1615691262-782","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2","Linda casa en Renta. El Mirador","$ 11,500","2 Recámaras","127 m² Construidos"
"1615691562-1101","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1","Hermosa Casa en Renta en El Refugio","$ 12,000","3 Recámaras","160 m² Construidos"
"1615691461-994","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5","Casa en renta El Refugio 3 habitaciones JGCC","$ 15,500","3 Recámaras","246 m² Construidos"
"1615691279-790","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1","Hermosa casa en renta El MIrador.LC","$ 11,500","3 Recámaras","120 m² Construidos"
"1615691404-924","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3","Casa sola en Renta, en Juriquilla, Querétaro","$ 35,000","4 Recámaras","380 m² Construidos"
"1615691542-1073","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2","Casa en Renta en El Refugio Queretaro, 3 rec vestidor y baño c/u, Roof garden","$ 15,000","3 Recámaras","234 m² Construidos"
"1615691442-963","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1","Casa sin amoblar en Fray Junipero Serra con espacios extraordinarios! RCS","$ 11,000","3 Recámaras","133 m² Construidos"
"1615691372-879","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4","Casa en renta amueblada en Q Valley Valle de Juriquilla ¡","$ 17,000","3 Recámaras","null"
"1615691355-867","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5","Casa sin amueblar en Cumbres de Juriquilla de 180 mts2! ATC","$ 15,000","3 Recámaras","180 m² Construidos"
"1615691424-931","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2","Casa en Renta RID10239","$ 19,000","3 Recámaras","200 m² Construidos"
"1615691424-945","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2","Casa en Renta Juriquilla","$ 13,500","3 Recámaras","190 m² Construidos"
"1615691442-973","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1","Casa Amueblada en renta para ejecutivo en Santa Fe juriquilla Quertaro","$ 17,000","3 Recámaras","175 m² Construidos"
"1615691424-935","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2","Juriquilla - Casa en RENTA. Condominio con control de acceso","$ 18,000","3 Recámaras","225 m² Construidos"
"1615691488-1010","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4","Amplia casa en renta en El Refugio queretaro","$ 12,000","3 Recámaras","155 m² Construidos"
"1615691355-857","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5","RENTA CASA JURIQUILLA QUERETARO","$ 10,650","3 Recámaras","172 m² Construidos"
"1615691542-1056","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2","CASA EN RENTA RESIDENCIAL EL REFUGIO","$ 15,500","3 Recámaras","null"
"1615691424-929","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2","Casa - Juriquilla","$ 32,000","3 Recámaras","320 m² Construidos"
"1615691279-795","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1","Casa en renta El Mirador 3 habitaciones AVH","$ 9,500","3 Recámaras","150 m² Construidos"
"1615691404-920","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3","PRECIOSA CASA AMUEBLADA EN RESIDENCIAL PARAISO, JURIQUILLA","$ 16,000","3 Recámaras","147 m² Construidos"
"1615691241-763","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/","Exclusiva residencia en renta","$ 140,000","4 Recámaras","1100 m² Construidos"
"1615691514-1028","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","Casa en renta El Refugio 3 habitaciones JGCC","$ 12,500","3 Recámaras","164 m² Construidos"
"1615691542-1067","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2","Casa en renta EL Refugio 3 habitaciones JRH","$ 10,500","3 Recámaras","108 m² Construidos"
"1615691262-787","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2","Casa en renta en El Mirador con una amplia cocina y un bello patio.","$ 11,500","2 Recámaras","127 m² Construidos"
"1615691404-912","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3","Casa a estrenar en Juriquilla de 2 dormitorios! RAHQRO 20-2031","$ 14,000","2 Recámaras","180 m² Construidos"
"1615691404-917","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3","HERMOSA CASA EN RENTA O VENTA EN JURIQUILLA !!","$ 20,000","3 Recámaras","230 m² Construidos"
"1615691262-785","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2","Casa amueblada en renta en el Mirador de 3 recámaras con estudio 20-1051","$ 25,000","3 Recámaras","158 m² Construidos"
"1615691337-847","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6","Casa amueblada en zona Juriquilla Santa fe, Queretaro con 2 recamaras en renta","$ 17,000","2 Recámaras","156 m² Construidos"
"1615691424-940","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2","Casa - Juriquilla","$ 75,000","4 Recámaras","480 m² Construidos"
"1615691442-970","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1","CASA EN OPORTUNIDAD EN VENTA EN JURIQUILLA DE UNA PLANTA !!","$ 20,000","4 Recámaras","300 m² Construidos"
"1615691241-768","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/","Residencia de lujo en Renta, El Campanario  Residencial  Golf Querétaro","$ 57,000","4 Recámaras","416 m² Construidos"
"1615691316-839","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1","Casa en Milenio 3a. Sección","$ 15,000","3 Recámaras","200 m² Construidos"
"1615691355-859","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5","Renta de Casa de Lujo en Santa Fe Juriquilla Queretaro","$ 26,000","3 Recámaras","190 m² Construidos"
"1615691562-1085","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1","Casa en renta en Bojai Traventino en el Refugio Queretaro","$ 12,000","3 Recámaras","117 m² Construidos"
"1615691562-1083","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1","Renta casa Paseo San Junípero, Querétaro, cerca El Refugio. 3 recámaras","$ 11,500","3 Recámaras","130 m² Construidos"
"1615691562-1089","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1","Casa en renta El Refugio 3 habitaciones AVH","$ 11,000","3 Recámaras","124 m² Construidos"
"1615691442-969","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1","Casa a estrenar en Fray Junipero Serra de 3 dormitorios y 133 mts2! GOC","$ 11,500","3 Recámaras","133 m² Construidos"
"1615691316-838","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1","Casa en renta Milenio 3 habitaciones JRH","$ 15,500","3 Recámaras","300 m² Construidos"
"1615691442-953","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1","RENTA 4 RECAMARAS, 1 EN PLANTA BAJA, FRACC. ALTOS JURIQUILLA","$ 15,000","4 Recámaras","160 m² Construidos"
"1615691316-821","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1","Casa en Renta en Privada, Milenio III, Queretaro","$ 13,500","3 Recámaras","179 m² Construidos"
"1615691442-960","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1","Casa en Renta en Querétaro","$ 39,000","4 Recámaras","400 m² Construidos"
"1615691262-788","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2","Casa en renta en El Mirador con una amplia cocina y un bello patio.","$ 11,500","2 Recámaras","127 m² Construidos"
"1615691488-1005","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4","Amplia casa en renta EL Refugio","$ 14,000","3 Recámaras","155 m² Construidos"
"1615691241-773","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/","Amplia Casa en Renta","$ 130,000","4 Recámaras","1100 m² Construidos"
"1615691542-1055","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2","Casa en Renta a Estrenar en El Refugio","$ 15,500","3 Recámaras","246 m² Construidos"
"1615691355-853","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5","CASA EN RENTA EN JURIQUILLA","$ 43,000","3 Recámaras","340 m² Construidos"
"1615691461-987","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5","Casa en Renta Torre de Piedra El Refugio","$ 16,000","4 Recámaras","190 m² Construidos"
"1615691404-904","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3","CASA EN RENTA  JURIQUILLA","$ 37,000","4 Recámaras","480 m² Construidos"
"1615691562-1080","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1","Rento Casa en Condominio La Escondida Fracc. El Refugio","$ 12,500","3 Recámaras","120 m² Construidos"
"1615691542-1068","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2","Casa en condominio - Fraccionamiento Residencial El Refugio","$ 10,500","3 Recámaras","null"
"1615691461-980","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5","Casa en renta El Refugio 3 habitaciones JGCC","$ 12,500","3 Recámaras","164 m² Construidos"
"1615691316-820","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1","Hermosa casa en El Milenio con Roof Garden y excelente diseño! GOC","$ 23,000","3 Recámaras","320 m² Construidos"
"1615691279-797","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1","Casa en renta El Mirador 3 habitaciones AVH","$ 11,500","3 Recámaras","120 m² Construidos"
"1615690721-400","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-12.html","Casa en Renta, Punta Juriquilla","MN 15,000","3 rec.","200 m²"
"1615690598-278","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-2.html","Casa en Renta en El Campanario","MN 64,000","4 rec.","688 m²"
"1615690928-667","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-1.html","Casa en Venta y Renta en Cumbres del Lago Juriquilla","MN 23,000","4 rec.","256 m²"
"1615690865-582","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-4.html","Renta Casa Juriquilla","MN 23,000","4 baños","280 m²"
"1615690962-710","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-3.html","Casa en Renta Impecable en El Refugio Jgcc","MN 12,500","3 rec.","127 m²"
"1615690657-336","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-2.html","El Mirador, Lindo Departamento a Estrenar en Renta. Fvr","MN 14,000","2 rec.","122 m²"
"1615690814-524","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-7.html","Renta Casa Juriquilla Villas del Meson","MN 23,000","3 rec.","450 m²"
"1615690701-382","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-q-milenio-iii-queretaro.html","Renta de Casa de 3 Niveles en Milenio 3era Sección","MN 18,000","4 rec.","186 m²"
"1615690962-703","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-3.html","El Refugio, Linda Casa Para Renta en Privada con Amenidades. Fvr","MN 12,000","3 rec.","120 m²"
"1615690962-694","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-3.html","Casa en Renta en El Refugio 3 Recamaras Excelentes Amenidades Ycc","MN 12,600","3 rec.","128 m²"
"1615690796-491","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-8.html","Renta de Departamento en Planta Baja de 2 Recámaras, Juriquilla","MN 9,500","2 rec.","89 m²"
"1615690831-533","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-6.html","~ Juriquilla ~ Casa ""Lujosa"" con Amplio Jardín T= 1,150 m² /","MN 55,000","5 rec.","1150 m²"
"1615691004-750","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-1.html","Casa en Renta en El Refugio 3 Recamaras, Balcon Excelentes Amenidades Ycc","MN 12,500","3 rec.","122 m²"
"1615690796-501","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-8.html","Casa en Renta en Cumbres del Lago - Juriquilla","MN 18,006","3 rec.","225 m²"
"1615690888-614","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-3.html","Casa en Renta en Olivos Cumbres Juriquilla","MN 15,500","3 rec.","160 m²"
"1615690848-554","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-5.html","Casa en Renta en Juriquilla","MN 12,000","3 rec.","160 m²"
"1615690759-444","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-10.html","Residencia Frente Al Lago en Juriquilla, Náutico, Roof Garde","MN 30,000","3 rec.","603 m²"
"1615690796-479","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-8.html","Bonita Casa Amueblada con 3 Recamaras. Aceptan Mascotas San Isidro Juri Jf","MN 11,000","3 rec.","135 m²"
"1615690721-389","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-12.html","Departamento en Renta Amplio Atras Fresko Juriquilla","MN 12,000","3 rec.","110 m²"
"1615690814-514","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-7.html","Casa Amueblada Para Renta en Privada","MN 11,000","3 rec.","135 m²"
"1615690945-674","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-4.html","Exclusiva Casa en Renta El Refugio","MN 15,500","3 rec.","191 m²"
"1615690657-339","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-2.html","Casa de 3 Recámaras en Renta Dentro de Privada en El Mirador","MN 11,499","3 rec.","100 m²"
"1615690741-419","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-11.html","Renta Casa en Jardines de Juriquilla","MN 16,500","3 rec.","225 m²"
"1615690657-356","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-2.html","Casa en El Mirador con Amenidades - Renta","MN 9,500","3 rec.","128 m²"
"1615690928-670","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-1.html","Casa en Renta Amueblada en Juriquilla","MN 12,000","3 rec.","120 m²"
"1615690598-280","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-2.html","Casa en Renta en El Campanario","MN 129,000","4 rec.","1900 m²"
"1615690619-303","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-1.html","Casa en Renta en Esquina El Campanario Querétaro","MN 56,000","4 rec.","610 m²"
"1615690928-651","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-1.html","Casa en Venta/renta - Juriquilla - Queretaro - C1448","MN 27,000","3 rec.","263 m²"
"1615690657-333","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-2.html","Hermosa Casa Dentro del Mirador y en Privada, con Amenidades.","MN 11,500","3 rec.","120 m²"
"1615690848-563","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-juriquilla-pagina-5.html","Bonita Casa en Renta en Altos Juriquilla Querétaro","MN 14,500","3 rec.","179 m²"
"1615691004-749","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-residencial-el-refugio-pagina-1.html","Renta Casa Amplia con Amenidades en El Refugio Agt","MN 12,500","3 rec.","190 m²"
"1615690686-366","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-1.html","Casa en Renta Amoblada y con 3 Recamaras en El Mirador Ycc","MN 10,500","3 rec.","107 m²"
"1615690619-309","https://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-1.html","Casa en Renta en El Campanario Paseo de La Sacristía","MN 64,000","4 rec.","770 m²"
