web-scraper-order,web-scraper-start-url,titulo,precio,habitaciones,metros
"1615691442-974","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1","Renta Casa de 1 piso-Fracc. con alberca-2 Rec-2 baños-Frente Superama Juriquilla","$ 11,500","2 Recámaras","150 m² Construidos"
"1615691542-1066","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2","Casa en renta El Refugio 3 habitaciones JGCC","$ 12,500","3 Recámaras","164 m² Construidos"
"1615691424-938","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2","HERMOSA CASA AMUEBLADA EN RENTA UBICADA EN JURIQUILLA","$ 30,000","3 Recámaras","400 m² Construidos"
"1615691514-1039","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","Hermosa Casa en Renta en condominio en El Refugio, Queretaro","$ 13,500","3 Recámaras","147 m² Construidos"
"1615691298-816","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2","Edificio en Renta, en Milenio 3a. Sección, Querétaro","$ 75,000","700 m² Construidos","null"
"1615691372-901","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4","RENTA CASA JURIQUILLA QUERETARO/  TI-C","$ 9,500","3 Recámaras","100 m² Construidos"
"1615691461-990","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5","El Refugio - Renta de Casa con Jardín y Balcón, Totalmente Equipada.","$ 13,000","3 Recámaras","190 m² Construidos"
"1615691424-946","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2","JURIQUILLA CASA EN RENTA 3 RECAMARAS CON BAÑO COMPLETO CADA UNA ROOF GARDEN","$ 18,000","3 Recámaras","225 m² Construidos"
"1615691372-889","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4","CASA EN RENTA CONDOMINIO LOS OLIVOS JURIQUILLA QRO","$ 16,500","3 Recámaras","275 m² Construidos"
"1615691514-1041","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","Casa en renta El Refugio 3 habitaciones JRH","$ 14,000","3 Recámaras","166 m² Construidos"
"1615691262-783","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2","Casa en renta El Mirador 3 habitaciones AVH","$ 12,000","3 Recámaras","119 m² Construidos"
"1615691488-1009","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4","Casa en Renta en Riscos de Zakia Queretaro","$ 8,800","3 Recámaras","100 m² Construidos"
"1615691337-844","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6","Renta de Casa con 5 recamaras y amplios espacios ubicada en Privada Juriquilla","$ 60,000","5 Recámaras","550 m² Construidos"
"1615691424-948","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2","Casa en Renta San Francisco Juriquilla","$ 24,000","3 Recámaras","270 m² Construidos"
"1615691424-947","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2","HERMOSA CASA EN RENTA ALTOS JURIQUILLA","$ 14,500","3 Recámaras","179 m² Construidos"
"1615691542-1059","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2","CASA EN RENTA RESIDENCIAL EL REFUGIO $12,600","$ 12,600","3 Recámaras","null"
"1615691241-766","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/","Renta hermosa residencia en El Campanario con vista al campo de golf","$ 90,000","4 Recámaras","768 m² Construidos"
"1615691355-852","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5","RENTA CASA VISTA AL CAMPO DE GOLF JURIQUILLA QUERETARO/ TI-D","$ 47,000","5 Recámaras","null"
"1615691372-880","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4","CASA EN RENTA  frente areas verdes, Juriquilla Queretaro","$ 14,000","3 Recámaras","170 m² Construidos"
"1615691461-993","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5","Casa a estrenar El Refugio sin amueblar y Roof Garden! RAHH","$ 15,500","3 Recámaras","246 m² Construidos"
"1615691562-1081","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1","Casa amueblada en renta Refugio Querétaro","$ 15,000","3 Recámaras","130 m² Construidos"
"1615691355-875","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5","Casa en renta Los Naranjos Juriquilla","$ 13,000","3 Recámaras","157 m² Construidos"
"1615691279-794","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1","Casa en renta El Mirador 3 habitaciones JRH","$ 13,000","3 Recámaras","175 m² Construidos"
"1615691424-932","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2","Renta de Casa en Villas del Meson Juriquilla 4 recs y cuarto de servicio, Qro.","$ 29,000","4 Recámaras","400 m² Construidos"
"1615691542-1069","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2","Amplia casa en renta en El Refugio en cerrada con vigilancia las 24hrs JF","$ 12,500","3 Recámaras","190 m² Construidos"
"1615691514-1044","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","RENTA CASA EN EL REFUGIO AMUEBLADA 3 RECAMAS","$ 19,000","3 Recámaras","220 m² Construidos"
"1615691562-1082","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1","RENTA DE CASA AMUEBLADA Y EQUIPADA EN EL REFUGIO","$ 20,000","3 Recámaras","132 m² Construidos"
"1615691461-1001","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5","Lujosa casa en renta, El Refugio (sobre avenida) OFP Ex1093","$ 45,000","3 Recámaras","400 m² Construidos"
"1615691316-828","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1","Hermosa casa en renta en Milenio AQC","$ 15,500","3 Recámaras","300 m² Construidos"
"1615691241-772","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/","Casa Nueva en RENTA en El Campanario, Querétaro","$ 75,000","4 Recámaras","492 m² Construidos"
"1615691279-800","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1","Casa Duplex En Renta En El Mirador GPS","$ 12,000","2 Recámaras","null"
"1615691442-961","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1","C205 Excelente amueblada o sin amueblar, jacuzzi en la terraza, iluminada, vig24","$ 15,500","3 Recámaras","130 m² Construidos"
"1615691542-1065","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2","Casa en el refugio de 3 dormitorios, amenidades y 129 mts2! Rahqro","$ 13,500","3 Recámaras","129 m² Construidos"
"1615691355-861","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5","CASAS RENTA QUERÉTARO JURIQUILLA JARDINES DE JURIQUILLA","$ 15,500","3 Recámaras","2200 m² Construidos"
"1615691404-903","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3","RENTA Y VENTA DE DEPARTAMENTO  EN ALTOS JURIQUILLA","$ 16,500","3 Recámaras","174 m² Construidos"
"1615691562-1078","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1","Casa en Venta en el Refugio","$ 13,000","3 Recámaras","182 m² Construidos"
"1615691316-826","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1","CASA EN RENTA EN FRACCIONAMIENTO CON VIGILANCIA","$ 18,000","3 Recámaras","200 m² Construidos"
"1615691372-883","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4","Casa - Juriquilla","$ 55,000","5 Recámaras","550 m² Construidos"
"1615691514-1033","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","Casa en renta en el refugio La Arboleda","$ 14,000","3 Recámaras","190 m² Construidos"
"1615691562-1088","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1","Casa en RENTA en Paseo Junipero con ALBERCA","$ 11,000","3 Recámaras","133 m² Construidos"
"1615691298-815","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2","Casa en renta Milenio 3 habitaciones JRH","$ 16,000","3 Recámaras","240 m² Construidos"
"1615691488-1008","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4","Casa en renta El Refugio 3 habitaciones JGCC","$ 12,500","3 Recámaras","164 m² Construidos"
"1615691241-765","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/","Privada con vigilancia Fracc Lomas del Campanario I","$ 33,000","3 Recámaras","290 m² Construidos"
"1615691514-1049","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","Gran casa en Renta. El Refugio","$ 19,000","3 Recámaras","220 m² Construidos"
"1615691424-927","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2","RENTA 4 RECAMARAS, 1 EN PLANTA BAJA, FRACC. ALTOS JURIQUILLA","$ 15,000","4 Recámaras","160 m² Construidos"
"1615691372-893","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4","CASA RENTA JURIQUILLA QUERETARO","$ 10,500","3 Recámaras","130 m² Construidos"
"1615691514-1030","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","Casa en condominio en Renta, en Residencial el Refugio, Querétaro","$ 10,500","3 Recámaras","114 m² Construidos"
"1615691372-900","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4","Juriquilla. Casa amoblada en Renta.LC","$ 11,000","3 Recámaras","135 m² Construidos"
"1615691241-762","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/","Se Renta casa en El Campanario","$ 65,000","6 Recámaras","510 m² Construidos"
"1615691442-976","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1","Bonita casa amueblada con 2 recámaras y Aceptan mascotas en San Isidro Juri JF","$ 11,000","3 Recámaras","97 m² Construidos"
"1615691404-908","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3","Casa Amueblada en renta en Altos de Juriquilla AQC","$ 22,000","3 Recámaras","196 m² Construidos"
"1615691424-949","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2","Casa en renta en COLINAS DE JURIQUILLA, Nueva con 3 recámaras","$ 19,000","3 Recámaras","210 m² Construidos"
"1615691488-1016","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4","Se Renta Casa en El Refugio Querétaro","$ 12,000","3 Recámaras","170 m² Construidos"
"1615691488-1011","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4","Casa en renta El Refugio 3 habitaciones JGCC","$ 12,500","3 Recámaras","164 m² Construidos"
"1615691372-881","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4","Casa en Renta en el corazon comercial de Juriquilla","$ 12,500","3 Recámaras","170 m² Construidos"
"1615691461-991","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5","Casa sin Amoblar en el Refugio de 3 Dormitorios y 164 Mts2! Rcs","$ 13,500","3 Recámaras","164 m² Construidos"
"1615691461-978","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5","Casa en renta El Refugio 3 habitaciones JGCC","$ 12,500","3 Recámaras","164 m² Construidos"
"1615691488-1022","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4","Casa en renta en Alanna el Refugio 3 recamaras","$ 13,000","3 Recámaras","166 m² Construidos"
"1615691355-876","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5","Rento casa en Jardines de Juriquilla","$ 15,000","3 Recámaras","195 m² Construidos"
"1615691424-936","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2","CASA EN RENTA JURIQUILLA CONDESA","$ 21,000","3 Recámaras","null"
"1615691316-840","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1","Casa en renta Milenio 3 habitaciones JRH","$ 16,000","3 Recámaras","240 m² Construidos"
"1615691424-950","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2","PRECIOSA CASA DE LUJO AMUEBLADA EN JURIQUILLA SANTA FE","$ 28,000","3 Recámaras","207 m² Construidos"
"1615691316-836","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1","Milenio 3era Sección, Amplia Casa en Renta","$ 18,000","3 Recámaras","290 m² Construidos"
"1615691316-832","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1","Casa amueblada en renta Queretaro","$ 18,000","3 Recámaras","180 m² Construidos"
"1615691514-1036","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","Casa en renta El Refugio 3 habitaciones JRH","$ 12,500","3 Recámaras","164 m² Construidos"
"1615691241-771","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/","BONITA CASA EN VENTA","$ 9,000,000","3 Recámaras","352 m² Construidos"
"1615691241-764","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/","Casa en Renta El Campanario, Querétaro","$ 67,500","4 Recámaras","650 m² Construidos"
"1615691542-1061","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2","Amplia casa en renta con acabados de primera en El Refugio","$ 13,500","3 Recámaras","147 m² Construidos"
"1615691337-849","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6","Casa en Renta RID9561","$ 16,500","3 Recámaras","240 m² Construidos"
"1615691241-761","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/","EL CAMPANARIO PRECIOSA RESIDENCIA EXCELENTE PRECIO","$ 27,000","3 Recámaras","190 m² Construidos"
"1615691514-1046","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","Casa en renta El Refugio 3 habitaciones JGCC","$ 12,500","3 Recámaras","164 m² Construidos"
"1615691241-759","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/","Casa en Renta en EL CAMPANARIO RESIDENCIAL","$ 65,000","4 Recámaras","650 m² Construidos"
"1615691241-777","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/","HERMOSA RESIDENCIA EN RENTA EL CAMPANARIO","$ 90,000","4 Recámaras","500 m² Construidos"
"1615691461-985","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5","Casa con 3 dormitorios en El Refugio, vigilancia 24 horas y 142 mts2! RAHQRO","$ 13,000","3 Recámaras","142 m² Construidos"
"1615691461-995","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5","Casa en El Refugio, condominio con variedad de amenidades! RAHQRO 19-2439","$ 14,000","3 Recámaras","142 m² Construidos"
"1615691404-925","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3","Casa en Renta en Juriquilla, Queretaro","$ 70,000","3 Recámaras","625 m² Construidos"
"1615691355-854","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5","Juriquilla - Casa en Renta - Residencial con control de acceso","$ 15,000","3 Recámaras","180 m² Construidos"
"1615691316-831","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1","Casa sola en Renta, en Milenio 3a. Sección, Querétaro","$ 17,000","3 Recámaras","230 m² Construidos"
"1615691355-871","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5","RENTA DE CASA EN VALLE D JURIQUILLA","$ 14,100","3 Recámaras","165 m² Construidos"
"1615691241-760","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/","BONITA CASA EN RENTA","$ 39,000","3 Recámaras","352 m² Construidos"
"1615691514-1034","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","Casa en renta El Refugio 3 habitaciones JGCC","$ 12,500","3 Recámaras","164 m² Construidos"
"1615691488-1019","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4","Casa en Fracc. El Refigio Qro.  CMC #20-1606","$ 13,000","3 Recámaras","164 m² Construidos"
"1615691404-911","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3","San Isidro Juriquilla - Casa Equipada de 3 Recámaras. Venta","$ 12,000","3 Recámaras","123 m² Construidos"
"1615691562-1091","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1","Renta de Casa con Jardín y Balcón, Totalmente Equipada. El Refugio","$ 13,000","3 Recámaras","190 m² Construidos"
"1615691488-1026","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4","Casa con Patio de Buen Tamaño Para Renta en El Refugio","$ 12,500","3 Recámaras","190 m² Construidos"
"1615691279-798","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1","Casa en renta El Mirador 3 habitaciones AVH","$ 12,000","3 Recámaras","119 m² Construidos"
"1615691514-1038","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","Casa en renta","$ 15,000","3 Recámaras","180 m² Construidos"
"1615691316-827","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1","Milenio, cómoda casa amueblada para renta. FVR","$ 16,000","3 Recámaras","240 m² Construidos"
"1615691316-825","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1","RENTA DE CASA EN MILENIO QRO","$ 16,000","3 Recámaras","200 m² Construidos"
"1615691279-796","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1","CASA EN RENTA EN EL MIRADOR QUERÉTARO","$ 14,500","2 Recámaras","null"
"1615691562-1094","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1","CASA EN RENTA EN EL REFUGIO $8,600.00","$ 8,600","3 Recámaras","98 m² Construidos"
"1615691279-813","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1","Casa de Exclente Ubicación en Renta - El Mirador","$ 12,000","3 Recámaras","119 m² Construidos"
"1615691316-824","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1","CASA EN RENTA MILENIO III LUCEPOLIS","$ 15,000","3 Recámaras","180 m² Construidos"
"1615691355-863","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5","C177 Estrena casa, muy iluminada y amplia 4 r  3.5 baños","$ 15,000","4 Recámaras","195 m² Construidos"
"1615691442-971","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1","Casa en Renta Juriquilla Queretaro en Privada con 3 recamaras","$ 12,800","3 Recámaras","165 m² Construidos"
"1615691514-1037","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","VENTA  Y RENTA DE CASA EN EL REFUGIO","$ 15,500","3 Recámaras","136 m² Construidos"
"1615691316-818","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1","Casa amoblado en El Milenio III de 240 mts2 y 3 dormitorios! ATC","$ 16,000","3 Recámaras","240 m² Construidos"
"1615691514-1035","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","Casa en renta El Refugio 3 habitaciones JGCC","$ 12,500","3 Recámaras","164 m² Construidos"
"1615691316-829","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1","CASA RENTA MILENIO lll QUERETARO/ TI-D","$ 14,500","3 Recámaras","180 m² Construidos"
"1615691461-999","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5","Rento casa en El Refugio JGCC","$ 13,500","3 Recámaras","164 m² Construidos"
"1615691404-918","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3","CASA EN RENTA, FRACCIONAMIENTO ALENAS, JURIQUILLA, QRO.","$ 19,000","230 m² Construidos","240 m² Terreno"
"1615691442-968","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1","CASAS VENTA QUERÉTARO JURIQUILLA JARDINES DE JURIQUILLA","$ 15,500","3 Recámaras","220 m² Construidos"
"1615691372-891","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4","Local en renta PLAZA JURIQUILLA 1","$ 12,500","55 m² Construidos","55 m² Terreno"
"1615691514-1043","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","Casa en renta El Refugio 3 habitaciones JRH","$ 15,500","3 Recámaras","246 m² Construidos"
"1615691461-998","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5","Casa bonita y espaciosa en Renta en la zona premium del Refugio JF","$ 13,000","3 Recámaras","166 m² Construidos"
"1615691542-1064","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2","Impecable mantenimiento de dos niveles, Casa en El Refugio sin amueblar! RCS","$ 13,500","3 Recámaras","164 m² Construidos"
"1615691514-1048","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","Casa en El Refugio con Variadas Amenidades - Renta","$ 14,000","3 Recámaras","155 m² Construidos"
"1615691424-943","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2","Casa - Juriquilla","$ 40,000","4 Recámaras","320 m² Construidos"
"1615691241-778","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/","EL CAMPANARIO PRECIOSA RESIDENICA EN RENTA","$ 45,000","4 Recámaras","370 m² Construidos"
"1615691316-835","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1","CASA EN RENTA","$ 15,000","3 Recámaras","178 m² Terreno"
"1615691488-1024","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4","Casa en renta El Refugio 3 habitaciones JGCC","$ 12,500","3 Recámaras","164 m² Construidos"
"1615691372-897","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4","Casa en Renta. Juriquilla. FVR","$ 11,000","3 Recámaras","97 m² Construidos"
"1615691442-959","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1","Casa en condominio en Renta, en Juriquilla, Querétaro","$ 12,500","3 Recámaras","174 m² Construidos"
"1615691316-830","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1","CASA CONDOMINIO MILENIO","$ 20,000","3 Recámaras","230 m² Construidos"
"1615691442-972","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1","Renta de HERMOSA CASA EXCLUSIVA CLUB NÁUTICO JURIQUILLA","$ 40,000","4 Recámaras","600 m² Construidos"
"1615691337-851","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6","Oficina en Renta WTC  Juriquilla","$ 14,000","1 Recámara","39 m² Construidos"
"1615691372-887","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4","Casa en renta","$ 15,000","3 Recámaras","180 m² Construidos"
"1615691241-775","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/","Se Renta casa en ""El Campanario"" con alberca","$ 67,500","4 Recámaras","650 m² Construidos"
"1615691279-791","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1","Casa de 3 Recámaras en Renta Dentro de Privada en El Mirador SRM 21-2969","$ 11,500","3 Recámaras","120 m² Construidos"
"1615691372-896","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4","Casa moderna en Juriquilla amueblada con Roof Garden! RAHQRO","$ 22,000","3 Recámaras","196 m² Construidos"
"1615691262-784","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2","A 5 minutos del centro de Qro 3 recams, cocina integral, Privada acceso controla","$ 9,000","3 Recámaras","100 m² Construidos"
"1615691355-874","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5","Residencia en Renta Juriquilla","$ 65,000","4 Recámaras","null"
"1615691424-951","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2","Amplia casa en Juriquilla con 4 dormitorios con sus baños! GOC 19-1866","$ 43,000","4 Recámaras","347 m² Construidos"
"1615691542-1074","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2","El Refugio, Hermosa y Cómoda Casa en Renta. Fvr","$ 14,006","4 Recámaras","181 m² Construidos"
"1615691424-930","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2","Casa moderna en renta, Valle de Juriquilla","$ 19,500","3 Recámaras","258 m² Construidos"
"1615691514-1051","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3","Casa en renta El Refugio 3 habitaciones JRH","$ 12,500","3 Recámaras","164 m² Construidos"
"1615691355-870","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5","Casa sola en Renta, en Juriquilla, Querétaro","$ 65,000","4 Recámaras","647 m² Construidos"
"1615691404-906","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3","Casa en Renta en Juriquilla Misiones","$ 37,000","4 Recámaras","480 m² Construidos"
