web-scraper-order,web-scraper-start-url,titulo,precio,habitaciones,banos,metros
"1615692651-2099","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=4","JURIQUILLA TOWERS","$ 26,000","2 Recámaras","2 Baños","95 m² Construidos"
"1615692491-1732","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?page=2","Departamento en renta El Mirador 2 habitaciones JGCC","$ 11,500","2 Recámaras","2 Baños","85 m² Construidos"
"1615692596-1893","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=10","Se Renta Depa Tipo Duplex en Altos de Juriquilla 2 Recamaras Cada Una con Baño","$ 14,000","2 Recámaras","3 Baños","152 m² Construidos"
"1615692675-2190","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1","Departamento en Renta JURIQUILLA CANTALAGUA QUERETARO 2 habitaciones en privada","$ 15,000","2 Recámaras","2 Baños","136 m² Construidos"
"1615692584-1891","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11","DEPARTAMENTO EN JURIQUILLA SANTA FE","$ 25,000","3 Recámaras","2 Baños","130 m² Construidos"
"1615692675-2165","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1","Departamento en Querétaro, Juriquilla","$ 12,500","3 Recámaras","2 Baños","97 m² Construidos"
"1615692688-2193","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=3","Departamento amoblado en El Refugio de 3 dormitorios, 122 mts2 y seguridad!","$ 17,300","3 Recámaras","3 Baños","122 m² Construidos"
"1615692534-1815","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2","DEPARTAMENTO AMUEBLADO EN RENTA  EN MILENIO III","$ 22,000","2 Recámaras","2 Baños","null"
"1615692383-1618","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3","DEPARTAMENTO EN ENTA SIERRA AZUL QUERÉTARO","$ 16,000","1 Recámara","1 Baño","73 m² Construidos"
"1615692523-1783","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3","HERMOSO DEPARTAMENTO EN MILENIO III","$ 11,000","3 Recámaras","2 Baños","120 m² Construidos"
"1615692621-1966","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=8","RENTA DE DEPARTAMENTO EN TRES VISTAS JURIQUILLA","$ 17,000","2 Recámaras","2 Baños","134 m² Construidos"
"1615692566-1844","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=1","Departamento en renta en Milenio III, Qro.","$ 22,000","2 Recámaras","2 Baños","null"
"1615692675-2166","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1","DEPARTAMENTO EN RENTA EN JURIQUILLA TOWERS $22,000 (175M2)","$ 22,000","3 Recámaras","4
                                    
                                
                                Baños","175 m²
                                    
                                
                                Construidos"
"1615692415-1640","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2","Departamento en Renta en El Campanario de 2 dormitorios y 2 baños! RAHQRO","$ 25,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","76 m²
                                    
                                
                                Construidos"
"1615692667-2152","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2","Departamento - Juriquilla","$ 11,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","90 m²
                                    
                                
                                Construidos"
"1615692383-1612","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3","Departamento amueblado y equipado con una gran vista y excelente ubicación","$ 14,000","1
                                    
                                
                                Recámara","1
                                    
                                
                                Baño","90 m²
                                    
                                
                                Construidos"
"1615692523-1788","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3","DEPARTAMENTO AMUEBLADO EN MILENIO III","$ 15,000","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","167 m²
                                    
                                
                                Construidos"
"1615692698-2233","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=2","Espacioso departamento sin amoblar en el refugio de 3 dormitorios! Rahqro","$ 18,600","3
                                    
                                
                                Recámaras","4
                                    
                                
                                Baños","242 m²
                                    
                                
                                Construidos"
"1615692667-2153","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2","DEPARTAMENTO EN RENTA VÉRTICE JURIQUILLA","$ 13,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","90 m²
                                    
                                
                                Construidos"
"1615692659-2124","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=3","Departamento en Renta en Juriquilla","$ 13,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","93 m²
                                    
                                
                                Construidos"
"1615692613-1933","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9","Departamento PH Cantalagua Juriquilla 3 recámaras RENTA!!!","$ 20,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","null"
"1615692534-1825","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2","DEPARTAMENTO EN RENTA EN MONTEBELLO TOWERS, MILENIO III","$ 23,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","134 m²
                                    
                                
                                Construidos"
"1615692688-2203","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=3","Se renta departamento amueblado de 3 recámaras en El Refugio. 20-3247","$ 23,000","3
                                    
                                
                                Recámaras","4
                                    
                                
                                Baños","250 m²
                                    
                                
                                Construidos"
"1615692637-2039","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6","Apartment - Juriquilla","$ 23,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","139 m²
                                    
                                
                                Construidos"
"1615692584-1880","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11","Departamento en Juriquilla de 91 mts2 y 2 dormitorios! RAHQRO 19-2448","$ 25,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","91 m²
                                    
                                
                                Construidos"
"1615692491-1716","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?page=2","Departamento en renta El Mirador 1 habitación AVH","$ 11,500","1
                                    
                                
                                Recámara","1
                                    
                                
                                Baño","72 m²
                                    
                                
                                Construidos"
"1615692675-2188","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1","RENTA DEPARTAMENTO EN JURIQUILLA SANTA FE JACUZZI","$ 12,500","3
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","210 m²
                                    
                                
                                Construidos"
"1615692667-2146","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2","RENTA DE DERPARTAMENTO EQUIPADO Y AMUEBLADO EN JURIQUILLA","$ 25,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","123 m²
                                    
                                
                                Construidos"
"1615692659-2130","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=3","DEPARTAMENTO EN JURIQUILLA SANTA FE","$ 25,000","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","130 m²
                                    
                                
                                Construidos"
"1615692613-1936","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9","Departamento Amueblado en Renta Planta Baja Juriquilla - Cercano a Fresko y UVM","$ 11,500","3
                                    
                                
                                Recámaras","1
                                    
                                
                                Baño","114 m²
                                    
                                
                                Construidos"
"1615692566-1835","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=1","Departamento Amueblado en Renta en Milenio III, Qro","$ 9,900","1
                                    
                                
                                Recámara","1
                                    
                                
                                Baño","50 m²
                                    
                                
                                Construidos"
"1615692534-1833","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2","DEPARTAMENTO EN RENTA EN QUERETARO Milenio Summit Park","$ 12,500","22
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","85 m²
                                    
                                
                                Construidos"
"1615692675-2180","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1","Departamento en Renta, en Juriquilla, Querétaro","$ 20,000","2
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","160 m²
                                    
                                
                                Construidos"
"1615692613-1929","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9","RENTA DEPARTAMENTO 2 REC. $15,500.00","$ 15,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","110 m²
                                    
                                
                                Construidos"
"1615692491-1742","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?page=2","AMUEBLADO departamento en El Mirador con todos los servicios!","$ 11,500","1
                                    
                                
                                Recámara","1
                                    
                                
                                Baño","72 m²
                                    
                                
                                Construidos"
"1615692435-1668","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1","RENTA DE DEPARTAMENTO EN EL CAMPANARIO 3 RECÁMARAS 2 BAÑOS BALCÓN","$ 19,500","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","96 m²
                                    
                                
                                Construidos"
"1615692621-1978","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=8","HERMOSO DEPARTAMENTO AMUEBLADO EN RENTA UBICADO EN LIFE JURIQUILLA !!","$ 27,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","165 m²
                                    
                                
                                Construidos"
"1615692707-2255","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=1","AMPLIO DEPARTAMENTO EN RENTA EN QUERETARO FRACC EL REFUGIO CONDOMINIO MARBELLA","$ 17,500","3
                                    
                                
                                Recámaras","5
                                    
                                
                                Baños","245 m²
                                    
                                
                                Construidos"
"1615692629-1985","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=7","Departamento Amueblado en Renta en Juriquilla Queretaro","$ 24,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","107 m²
                                    
                                
                                Construidos"
"1615692435-1674","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1","CAMPANARIO SIERRA AZUL, LOFT AMUEBLADO EN RENTA","$ 18,500","1
                                    
                                
                                Recámara","1
                                    
                                
                                Baño","67 m²
                                    
                                
                                Construidos"
"1615692644-2070","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5","Un departamento especial que te está esperando - Biósfera Towers","$ 22,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","118 m²
                                    
                                
                                Construidos"
"1615692698-2251","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=2","Departamento en Residencial el Refugio","$ 12,200","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","181 m²
                                    
                                
                                Construidos"
"1615692651-2094","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=4","Departamento en PB sin amueblar con 2 dormitorios y 72 mts2! RAHQRO","$ 7,400","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","72 m²
                                    
                                
                                Construidos"
"1615692651-2102","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=4","Departamento en renta muy iluminado GGV#21-1947","$ 14,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","109 m²
                                    
                                
                                Construidos"
"1615692707-2268","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=1","Casa en renta en El Refugio 21750 JL","$ 14,015","3
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","137 m²
                                    
                                
                                Construidos"
"1615692383-1598","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3","RENTA DEPARTAMENTOS - CAMPANARIO ELITE - QUERETARO","$ 23,600","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","128 m²
                                    
                                
                                Construidos"
"1615692629-1992","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=7","DEPARTAMENTO PENT HOUSE EN RENTA  - QUERETARO - JURIQUILLA","$ 19,000","2
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","135 m²
                                    
                                
                                Construidos"
"1615692415-1649","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2","Departamento en Renta. El Campanario. FVR","$ 20,500","1
                                    
                                
                                Recámara","1
                                    
                                
                                Baño","40 m²
                                    
                                
                                Construidos"
"1615692667-2160","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2","Renta de Departamento en Juriquilla Altara, Qro. 2 recámaras","$ 13,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","103 m²
                                    
                                
                                Construidos"
"1615692471-1708","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?page=3","Departamento en Renta en Avenida Residencial del Parque 201961 JL","$ 12,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","85 m²
                                    
                                
                                Construidos"
"1615692383-1614","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3","RENTA DEPARTAMENTO TORRE SIERRA AZUL QUERETARO","$ 23,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","130 m²
                                    
                                
                                Construidos"
"1615692698-2228","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=2","HERMOSO DEPARTAMENTO AMUEBLADO EN RENTA EN RESIDENCIAL EL REFUGIO !!","$ 19,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","100 m²
                                    
                                
                                Construidos"
"1615692510-1773","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?page=1","Departamento en Renta. El Mirador. FVR","$ 12,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","85 m²
                                    
                                
                                Construidos"
"1615692510-1746","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?page=1","El Mirador - Departamento en Renta a Estrenar. Residencial con Amenidades.","$ 11,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","85 m²
                                    
                                
                                Construidos"
"1615692629-1991","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=7","Departamento amueblado - Tu hogar rodeado de belleza natural - Múltiples y diversos e...","$ 38,000","3
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","161 m²
                                    
                                
                                Construidos"
"1615692667-2139","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2","DEPARTAMENTO EN RENTA CUMBRES DE JURIQUILLA QUERETARO CON EXCELENTE VISTA","$ 18,000","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","134 m²
                                    
                                
                                Construidos"
"1615692644-2060","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5","Lomelin BR | DEPARTAMENTO EN RENTA | 2 HABITACIONES | CANTALAGUA JURIQUILLA","$ 15,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","null"
"1615692613-1941","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9","RENTA DEPARTAMENTOS - ALTOS JURIQUILLA- QUERETARO","$ 16,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","null"
"1615692510-1759","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?page=1","Departamento en renta El Mirador 2 habitaciones JGCC","$ 11,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","85 m²
                                    
                                
                                Construidos"
"1615692688-2202","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=3","LUJOSO DEPARTAMENTO EN RENTA NATUUR EL REFUGIO","$ 16,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","89 m²
                                    
                                
                                Construidos"
"1615692471-1692","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?page=3","Departamento en renta El Mirador 1 habitación JRH","$ 6,500","1
                                    
                                
                                Recámara","1
                                    
                                
                                Baño","62 m²
                                    
                                
                                Construidos"
"1615692383-1601","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3","Departamento sin amueblar en la zona de mayor plusvalía de Querétaro! RAHQRO","$ 25,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","76 m²
                                    
                                
                                Construidos"
"1615692621-1953","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=8","Departamento en Renta en BIOSFERA TOWERS JURIQUILLA","$ 27,000","3
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","175 m²
                                    
                                
                                Construidos"
"1615692596-1903","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=10","TI/D DEPARTAMENTO DE LUJO EN RENTA JURIQUILLA QUERETARO","$ 23,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","163 m²
                                    
                                
                                Construidos"
"1615692596-1913","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=10","En Renta Depa completamente amueblado 1 recamara en Sata Fe de Juriquilla YCC","$ 19,000","1
                                    
                                
                                Recámara","2
                                    
                                
                                Baños","98 m²
                                    
                                
                                Construidos"
"1615692659-2121","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=3","Renta/Departamento/Biosfera towers","$ 17,500","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","120 m²
                                    
                                
                                Construidos"
"1615692667-2158","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2","Departamento sin amoblar en Fray Junipero Serra de 2 dormitorios! GOC 19-2058","$ 7,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","73 m²
                                    
                                
                                Construidos"
"1615692596-1912","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=10","BIOSFERA TOWERS Amueblado piso 9 torre B","$ 26,000","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","104 m²
                                    
                                
                                Construidos"
"1615692534-1822","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2","RENTA DE DEPARTAMENTO AMUEBLADO Y EQUIPADO EN MILENIO III","$ 16,321","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","112 m²
                                    
                                
                                Construidos"
"1615692613-1950","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9","Altos de Juriquilla departamento de 2 recamaras y 109 mts2! JGJ","$ 14,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","109 m²
                                    
                                
                                Construidos"
"1615692510-1753","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?page=1","Depa en planta baja ubicado en la Colonia El Mirador Qro JF","$ 6,500","1
                                    
                                
                                Recámara","1
                                    
                                
                                Baño","60 m²
                                    
                                
                                Construidos"
"1615692637-2016","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6","Departamento amueblado de 3 recámaras + cuarto de servicio Biosfera Towers","$ 30,000","4
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","null"
"1615692698-2225","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=2","Amplio departamento en renta con terraza en El Refugio OFP 20 1648","$ 14,000","1
                                    
                                
                                Recámara","2
                                    
                                
                                Baños","207 m²
                                    
                                
                                Construidos"
"1615692566-1845","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=1","RENTA DEPARTAMENTO MILENIO III A 8 MIN DEL CENTRO","$ 15,320","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","93 m²
                                    
                                
                                Construidos"
"1615692584-1876","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11","Renta de Departamento Amueblado en Biosfera Juriquilla 2 recamaras con Balcón","$ 18,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","90 m²
                                    
                                
                                Construidos"
"1615692667-2156","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2","Departamento en Renta, en Juriquilla, Querétaro","$ 26,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","125 m²
                                    
                                
                                Construidos"
"1615692659-2119","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=3","Departamento en Renta en Vértice, Juriquilla","$ 12,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","96 m²
                                    
                                
                                Construidos"
"1615692613-1923","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9","DEPARTAMENTO EN RENTA EN JURIQUILLA DESARROLLO HANDIKO","$ 21,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","160 m²
                                    
                                
                                Construidos"
"1615692688-2209","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=3","HERMOSO DEPARTAMENTO AMUEBLADO EN RENTA EN RESIDENCIAL EL REFUGIO !!","$ 19,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","100 m²
                                    
                                
                                Construidos"
"1615692613-1942","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9","Departamento en Renta de 2 recamaras, con amenidades en Juriquilla Queretaro.","$ 15,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","125 m²
                                    
                                
                                Construidos"
"1615692651-2075","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=4","Departamento en renta en Valle de Juriquilla¡","$ 12,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","null"
"1615692659-2131","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=3","RENTA PENTHOUSE AMUEBLADO 4 RECAMARAS EN JURIQUILLA SANTA FE","$ 100,000","4
                                    
                                
                                Recámaras","4
                                    
                                
                                Baños","344 m²
                                    
                                
                                Construidos"
"1615692566-1840","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=1","Departamento en Renta en Milenio 3a. Sección","$ 15,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","100 m²
                                    
                                
                                Construidos"
"1615692584-1882","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11","DEPARTAMENTO en RENTA Amueblado  Juriquilla  con Terraza Moderno","$ 16,900","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","136 m²
                                    
                                
                                Construidos"
"1615692675-2184","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1","Departamento en Renta Club la Loma el salitre Queretaro 1 habitacion y estudio","$ 17,800","1
                                    
                                
                                Recámara","2
                                    
                                
                                Baños","88 m²
                                    
                                
                                Construidos"
"1615692637-2030","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6","HERMOSO DEPARTAMENTO AMUEBLADO EN RENTA UBICADO EN JURIQUILLA TOWERS !!","$ 30,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","128 m²
                                    
                                
                                Construidos"
"1615692613-1937","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9","Departamentos en Renta - Queretaro - CaÃ±adas del Lago","$ 15,000","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","152 m²
                                    
                                
                                Construidos"
"1615692523-1801","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3","Departamento cerca de los Arcos","$ 9,000","1
                                    
                                
                                Recámara","1
                                    
                                
                                Baño","50 m²
                                    
                                
                                Construidos"
"1615692629-1990","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=7","Departamento en Juriquilla","$ 32,000","3
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","170 m²
                                    
                                
                                Construidos"
"1615692637-2029","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6","Departamento en renta en Juriquilla 21537 JL","$ 23,501","3
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","184 m²
                                    
                                
                                Construidos"
"1615692621-1976","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=8","DEPARTAMENTO LOFT EN RENTA AMUEBLADO, EN JURIQUILLA, 2 RECAMARAS 160 M2","$ 27,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","160 m²
                                    
                                
                                Construidos"
"1615692510-1771","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?page=1","Departamento con Cocina Equipada, en Planta Baja. Renta - El Mirador","$ 6,500","1
                                    
                                
                                Recámara","1
                                    
                                
                                Baño","60 m²
                                    
                                
                                Construidos"
