web-scraper-order,web-scraper-start-url,titulo,precio,habitaciones,banos,metros
"1615692566-1846","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=1","Departamento amueblado y equipado en Renta. Milenio III en 2° piso con 3 recámaras y ...","$ 13,000","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","172 m²
                                    
                                
                                Construidos"
"1615692435-1665","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1","PRECIOSO DEPARTAMENTO DE LUJO PARA EJECUTIVOS AMUEBLADO","$ 16,000","1
                                    
                                
                                Recámara","1
                                    
                                
                                Baño","85 m²
                                    
                                
                                Construidos"
"1615692435-1678","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1","Renta de departamento amueblado TEIDE Campanario","$ 29,000","3
                                    
                                
                                Recámaras","4
                                    
                                
                                Baños","200 m²
                                    
                                
                                Construidos"
"1615692566-1849","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=1","Loft en Renta, en Milenio 3a. Sección, Querétaro","$ 7,500","1
                                    
                                
                                Recámara","1
                                    
                                
                                Baño","40 m²
                                    
                                
                                Construidos"
"1615692471-1698","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?page=3","Departamento en renta El Mirador 2 habitaciones JGCC","$ 11,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","85 m²
                                    
                                
                                Construidos"
"1615692675-2163","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1","Renta Departamento, 3 recamaras amenidades, Biosfera Towers Juriquilla Queretaro","$ 15,500","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","120 m²
                                    
                                
                                Construidos"
"1615692644-2065","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5","VENTA DEPARTAMENTOS QUERETARO JURIQUILLA ATELIER  AA","$ 28,000","3
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","120 m²
                                    
                                
                                Construidos"
"1615692667-2133","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2","DEPARTAMENTO EN RENTA EN REAL DE JURIQUILLA, AMUEBLADO","$ 14,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","135 m²
                                    
                                
                                Construidos"
"1615692651-2096","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=4","Departamento de lujo en Biosfera Juriquilla Towers","$ 16,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","120 m²
                                    
                                
                                Construidos"
"1615692566-1842","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=1","DEPARTAMENTO EN RENTA EN QUERETARO Milenio 3a. Sección","$ 18,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","147 m²
                                    
                                
                                Construidos"
"1615692383-1621","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3","DEPARTAMENTO EN ENTA SIERRA AZUL QUERÉTARO","$ 16,000","1
                                    
                                
                                Recámara","1
                                    
                                
                                Baño","73 m²
                                    
                                
                                Construidos"
"1615692629-2012","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=7","Departamento en Renta a Estrenar en Juriquilla","$ 16,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","126 m²
                                    
                                
                                Construidos"
"1615692435-1683","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1","Departamento AMUEBLADO en exclusivo residencial","$ 20,500","1
                                    
                                
                                Recámara","1
                                    
                                
                                Baño","40 m²
                                    
                                
                                Construidos"
"1615692688-2201","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=3","Departamento en Renta El Refugio","$ 12,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","null"
"1615692637-2019","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6","Departamento - Juriquilla","$ 16,500","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","127 m²
                                    
                                
                                Construidos"
"1615692415-1637","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2","RENTA DEPARTAMENTO CAMPANARIO SIERRA AZUL QUERETARO LOFT","$ 15,000","1
                                    
                                
                                Recámara","1
                                    
                                
                                Baño","null"
"1615692383-1624","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3","RENTA DEPARTAMENTO CAMPANARIO MIRADOR SIERRA AZUL QUERETARO","null","3
                                    
                                
                                Recámaras","4
                                    
                                
                                Baños","null"
"1615692644-2069","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5","Departamento en Renta RID10434","$ 17,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","170 m²
                                    
                                
                                Construidos"
"1615692644-2050","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5","Renta hermoso depa amueblado en condominio pequeño y seguro JF","$ 16,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","132 m²
                                    
                                
                                Construidos"
"1615692688-2208","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=3","HERMOSO DEPARTAMENTO NUEVO EN RENTA AMUEBLADO UBICADO EN ALTERA TOWERS !!","$ 17,500","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","128 m²
                                    
                                
                                Construidos"
"1615692415-1633","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2","Departamento en Renta en El Campanario","$ 20,000","2
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","140 m²
                                    
                                
                                Construidos"
"1615692471-1700","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?page=3","Departamento a estrenar en El Mirador de 2 dormitorios! GOC","$ 15,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","85 m²
                                    
                                
                                Construidos"
"1615692613-1944","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9","Departamento en renta e Biosfera Towers queretaro PH","$ 15,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","110 m²
                                    
                                
                                Construidos"
"1615692383-1610","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3","Departamento en renta en El Campanario de 2 dormitorios y 2 baños completos! RAH","$ 25,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","76 m²
                                    
                                
                                Construidos"
"1615692523-1781","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3","Departamento nuevo Renta en Milenio III","$ 18,500","3
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","170 m²
                                    
                                
                                Construidos"
"1615692688-2211","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=3","Renta departamento Refugio","$ 12,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","92 m²
                                    
                                
                                Construidos"
"1615692629-1995","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=7","Se Renta Departamento 2 Recámaras en Juriquilla Posee Alberca y Gym YCC","$ 17,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","98 m²
                                    
                                
                                Construidos"
"1615692566-1847","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=1","PentHouse en renta amoblado con todos los servicios incluidos en Milenio YCC","$ 27,000","3
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","246 m²
                                    
                                
                                Construidos"
"1615692698-2226","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=2","Departamento en Renta en Queretaro El Refugio Bojai","$ 12,300","3
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","125 m²
                                    
                                
                                Construidos"
"1615692651-2074","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=4","Planta baja con 2 dormitorios y buena ubicación, departamento sin amueblar! RAH","$ 7,400","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","72 m²
                                    
                                
                                Construidos"
"1615692523-1779","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3","Departamento Amueblado En Renta En Queretaro Milenio III","$ 14,000","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","140 m²
                                    
                                
                                Construidos"
"1615692659-2128","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=3","RENTA DE DEPARTAMENTO EN BIOSFERA, JURIQUILLA","$ 15,000","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","null"
"1615692637-2027","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6","Fray Junipero Serra departamento a estrenar de 2 recamaras!","$ 17,000","2
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","130 m²
                                    
                                
                                Construidos"
"1615692629-1989","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=7","departamento en renta en juriquilla","$ 12,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","null"
"1615692435-1671","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1","RENTA DEPARTAMENTO AMUEBLADO EN EL CAMPANARIO QUERETARO","$ 24,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","150 m²
                                    
                                
                                Construidos"
"1615692644-2044","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5","Amueblado en juriquilla con impresionante vista, penthouse de 344 mts2! Rahqro","$ 100,000","4
                                    
                                
                                Recámaras","4
                                    
                                
                                Baños","344 m²
                                    
                                
                                Construidos"
"1615692415-1629","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2","DEPARTAMENTO EN RENTA 3 RECÁMARAS AMUEBLADO, QUERÉTARO","$ 22,500","3
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","120 m²
                                    
                                
                                Construidos"
"1615692383-1622","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3","RENTA DEPARTAMENTO CAMPANARIO MIRADOR SIERRA AZUL QUERETARO","null","3
                                    
                                
                                Recámaras","4
                                    
                                
                                Baños","null"
"1615692596-1920","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=10","Lindo Departamento en Renta. Juriquilla. FVR","$ 23,500","3
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","184 m²
                                    
                                
                                Construidos"
"1615692637-2041","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6","Departamento - Juriquilla","$ 25,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","145 m²
                                    
                                
                                Construidos"
"1615692584-1878","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11","RENTA DE DEPARTAMENTO EN WISE LIVING, JURIQUILLA","$ 24,500","1
                                    
                                
                                Recámara","1
                                    
                                
                                Baño","90 m²
                                    
                                
                                Construidos"
"1615692621-1977","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=8","D* RENTA DE DEPARTAMENTO AMUEBLADO  EN JURIQUILLA TOWERS","$ 25,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","92 m²
                                    
                                
                                Construidos"
"1615692637-2035","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6","RENTA DEPARTAMENTO AMUEBLADO DE JURIQUILLA SANTA FE 1 RECAMARA","$ 22,500","1
                                    
                                
                                Recámara","2
                                    
                                
                                Baños","98 m²
                                    
                                
                                Construidos"
"1615692675-2179","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1","DEPARTAMENTO AMUEBLADO EN RENTA EN WISE LIVING JURIQUILLA, QRO. GPS INMOBILIARIA","$ 35,000","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","null"
"1615692613-1940","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9","Departamento en renta estilo Loft en Juriquilla Querétaro.","$ 12,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","104 m²
                                    
                                
                                Construidos"
"1615692644-2064","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5","Renta departamento Queretaro Juriquilla Joy","$ 28,000","3
                                    
                                
                                Recámaras","4
                                    
                                
                                Baños","163 m²
                                    
                                
                                Construidos"
"1615692534-1812","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2","Departamento en Milenio 3a. Sección","$ 16,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","112 m²
                                    
                                
                                Construidos"
"1615692637-2024","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6","DEPARTAMENTO en RENTA Amueblado en Juriquilla Queretaro","$ 18,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","110 m²
                                    
                                
                                Construidos"
"1615692621-1967","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=8","RENTA DE DEPARTAMENTO AMUEBLADO  EN ALEGRA TOWERS JURIQUILLA, QUERETARO","$ 19,500","1
                                    
                                
                                Recámara","2
                                    
                                
                                Baños","98 m²
                                    
                                
                                Construidos"
"1615692383-1604","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3","ADAMANT AMUEBLADO 2 REC","$ 17,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","80 m²
                                    
                                
                                Construidos"
"1615692523-1796","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3","DEPTO EN MILENIO LOS MEJORES ATARDECERES","$ 15,000","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","125 m²
                                    
                                
                                Construidos"
"1615692491-1739","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?page=2","Departamento en Renta en zen life EL MIRADOR","$ 6,500","1
                                    
                                
                                Recámara","1
                                    
                                
                                Baño","60 m²
                                    
                                
                                Construidos"
"1615692629-1999","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=7","Departamento sin amoblar en Fray Junipero Serra de 2 dormitorios! RAHQRO","$ 22,000","2
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","130 m²
                                    
                                
                                Construidos"
"1615692629-2011","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=7","DEPARTAMENTO AMUEBLADO EN RENTA EN ALEGRA TOWERS JURIQUILLA","$ 26,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","132 m²
                                    
                                
                                Construidos"
"1615692491-1720","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?page=2","Departamento en renta El Mirador 2 habitaciones AVH","$ 11,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","85 m²
                                    
                                
                                Construidos"
"1615692659-2110","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=3","Departamento tipo dúplex en Altos de Juriquilla sin amueblar! RAHQRO","$ 14,500","2
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","156 m²
                                    
                                
                                Construidos"
"1615692707-2271","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=1","Departamento en renta en privalia ambienta, de 2 recamaras y 2 banos.","$ 6,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","74 m²
                                    
                                
                                Construidos"
"1615692637-2018","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6","Departamento - Juriquilla","$ 22,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","145 m²
                                    
                                
                                Construidos"
"1615692688-2206","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=3","DEPARTAMENTO EN RENTA DE 3 RECÁMARAS, EN RESIDENCIAL EL REFUGIO, AMUEBLADO","$ 23,000","3
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","242 m²
                                    
                                
                                Construidos"
"1615692675-2170","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1","RENTA/VENTA DE EXCLUSIVO DEPARTAMENTO JURIQUILLA, WISE LIVING GPS INMOBILIARIA","$ 21,000","2
                                    
                                
                                Baños","162 m²
                                    
                                
                                Construidos","null"
"1615692435-1676","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1","DEPARTAMENTO EN RENTA EN SIERRA AZUL CON VISTA A LA CIUDAD CAMPANARIO QUERETARO","$ 23,890","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","210 m²
                                    
                                
                                Construidos"
"1615692637-2026","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6","DEPARTAMENTO DE LUJO EN RENTA EN JURIQUILLA QUERETARO","$ 18,000","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","120 m²
                                    
                                
                                Construidos"
"1615692566-1856","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=1","Departamento en Renta, en Milenio 3a. Sección, Querétaro","$ 12,800","3
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","135 m²
                                    
                                
                                Construidos"
"1615692534-1820","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2","Renta de bonito y a estrenar depa en Milenio 3 JF","$ 14,000","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","146 m²
                                    
                                
                                Construidos"
"1615692596-1900","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=10","Departamento Amueblado en Renta  Juriquilla - Cercano a Fresko y UVM","$ 11,500","3
                                    
                                
                                Recámaras","1
                                    
                                
                                Baño","114 m²
                                    
                                
                                Construidos"
"1615692644-2046","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5","Apartment - Juriquilla","$ 26,000","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","127 m²
                                    
                                
                                Construidos"
"1615692383-1616","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3","RENTA DEPARTAMENTO CAMPANARIO SIERRA AZUL QUERETARO","$ 25,000","3
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","null"
"1615692491-1718","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?page=2","Departamento en renta El Mirador 2 habitaciones JGCC","$ 11,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","85 m²
                                    
                                
                                Construidos"
"1615692698-2230","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=2","Renta bonito Departamento con hermosa vista a estrenar en Anillo Vial JF","$ 22,000","2
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","130 m²
                                    
                                
                                Construidos"
"1615692667-2154","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2","Juriquilla, lindo departamento en renta. FVR","$ 13,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","91 m²
                                    
                                
                                Construidos"
"1615692523-1800","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3","Loma Dorada - Loft Los Arcos","$ 5,900","1
                                    
                                
                                Recámara","1
                                    
                                
                                Baño","30 m²
                                    
                                
                                Construidos"
"1615692415-1646","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2","RENTA DE DEPARTAMENTO ADAMANT","$ 16,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","72 m²
                                    
                                
                                Construidos"
"1615692698-2222","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=2","EXCELENTE DEPARTAMENTO 3R 2B .......$10,500 MTO INCLUIDO","$ 10,500","32
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","110 m²
                                    
                                
                                Construidos"
"1615692383-1613","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3","DEPARTAMENTO EN VENTA O RENTA EN  TEIDE RESIDENCIAL, CON VISTA A LA CIUDAD","$ 23,600","3
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","190 m²
                                    
                                
                                Construidos"
"1615692596-1911","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=10","DEPARTAMENTO EN RENTA EN JURIQUILLA TOWERS, JURIQUILLA SANTA FE","$ 25,000","3
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","172 m²
                                    
                                
                                Construidos"
"1615692651-2090","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=4","RENTA DEPARTAMENTOS - BIOSFERA TOWERS -JURIQUILLA - QUERETARO","$ 16,500","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","99 m²
                                    
                                
                                Construidos"
"1615692629-1987","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=7","DEPARTAMENTO EN RENTA EN JURIQUILLA SANTA FE AMUEBLADO","$ 23,000","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","130 m²
                                    
                                
                                Construidos"
"1615692510-1754","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?page=1","Departamento en renta El Mirador 1 habitación AVH","$ 9,500","1
                                    
                                
                                Recámara","1
                                    
                                
                                Baño","72 m²
                                    
                                
                                Construidos"
"1615692523-1777","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3","DEPARTAMENTO EN RENTA, MILENIO III, QUERÉTARO, QRO.","$ 14,080","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","140 m²
                                    
                                
                                Construidos"
"1615692534-1832","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2","RENTO DEPARTAMENTO AMUEBLADO EN MILENIO III","$ 15,000","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","120 m²
                                    
                                
                                Construidos"
"1615692667-2134","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2","DEPARTAMENTO AMUEBLADO EN RENTA EN JURIQUILLA DESARROLLO HANDIKO","$ 22,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","124 m²
                                    
                                
                                Construidos"
"1615692584-1892","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11","RENTA PENTHOUSE AMUEBLADO 4 RECAMARAS EN JURIQUILLA SANTA FE","$ 100,000","4
                                    
                                
                                Recámaras","4
                                    
                                
                                Baños","344 m²
                                    
                                
                                Construidos"
"1615692675-2164","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1","Renta de Departamento, Juriquilla, Querétaro","$ 12,700","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","86 m²
                                    
                                
                                Construidos"
"1615692651-2095","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=4","Departamento en venta o renta en Juriquilla","$ 29,500","3
                                    
                                
                                Recámaras","3
                                    
                                
                                Baños","235 m²
                                    
                                
                                Construidos"
"1615692491-1726","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?page=2","Departamento en renta El Mirador 2 habitaciones AVH","$ 11,500","2
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","85 m²
                                    
                                
                                Construidos"
"1615692651-2100","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=4","Departamento en Renta en Condos de Juriquilla.","$ 2,350,000","3
                                    
                                
                                Recámaras","2
                                    
                                
                                Baños","1 m²
                                    
                                
                                Construidos"
